,Book-Author,Count
17832,Eric Chaline,3
13048,David R. Hawkins,3
13044,David R. George Iii,3
48225,Peter Singer,3
50727,Richard Selzer,3
17911,Eric Md Berne,3
47447,Paula D. Riggs,3
13113,David S. Moore,3
50600,Richard Montanari,3
42962,Michael Ryan,3
44087,Moses Hadas,3
41293,Mary Pipher,3
28699,Jim Marrs,3
50609,Richard Murphy,3
28696,Jim Lovell,3
26506,Jane Adams,3
48244,Peter T. Fornatale,3
18036,Erik Larson,3
17993,Erica Frost,3
31121,Jonathan Coleman,3
12859,David Lozell Martin,3
42978,Michael Savage,3
54173,Sandra Gilbert,3
54174,Sandra Gulland,3
12845,David Lloyd,3
12843,David Lipsky,3
28680,Jim Kingshott,3
28710,Jim Morris,3
42960,Michael Ruhlman,3
17913,Eric Metaxas,3
41308,Mary Reed Mccall,3
31078,Jon Salem,3
17920,Eric Neilson,3
26511,Jane Anderson,3
12945,David Miller,3
17924,Eric Orner,3
31090,Jon Tuska,3
17948,Eric Sanvoisin,3
41311,Mary Reid,3
22334,Hank Ketcham,3
50628,Richard O'Connor,3
50651,Richard Parry,3
12917,David Marshall,3
12914,David Margolick,3
12912,David Manuel,3
17963,Eric Swanson,3
22336,Hank Schlesinger,3
12902,David Mack,3
28714,Jim Mullen,3
31006,Joie Warner,3
13114,David S. Neft,3
42979,Michael Scanlan,3
53845,Salley Vickers,3
13357,Dawn Miller,3
53824,Saki,3
22246,Hajime Yadate,3
26546,Jane Butel,3
41442,Marybeth Bond,3
41441,Maryanne Vollers,3
13332,Dawn Aldridge Poore,3
41439,Maryanne Raphael,3
41436,Maryann Minatra,3
22233,Hadley Irwin,3
53849,Sallie Bissell,3
13318,Davidson,3
53852,Sallie Tisdale,3
17656,Emily Drake,3
13305,"David \Zeb\"" Cook""",3
53862,Sally Benson,3
30921,John Welter,3
48197,Peter Rubie,3
47506,Paulette Cooper,3
50880,Rick Geary,3
13294,David Wright,3
17579,Elwood Reid,3
13462,Debbi Fields,3
13460,Debbi Bedford,3
47521,Pauline Campanelli,3
17564,Elspeth Josceline Huxley,3
44381,Nancy C. Wood,3
17569,Eluki Bes Shahar,3
13450,Deanna Swaney,3
28884,Jo-Ann Power,3
21324,Gladys Bagg Taber,3
28867,Jo Manning,3
28880,Jo Walton,3
53761,S. R. Martin,3
41478,Massimiliano Frezzato,3
53764,S. Roy L. Hawkins,3
48190,Peter Robb,3
53780,S.E. Hinton,3
26553,Jane Campsie,3
30865,John Van Der Kiste,3
53868,Sally Chapman,3
44390,Nancy Cato,3
53995,Sam Mcbratney,3
13150,David Shenk,3
17726,Emma Goldman,3
50801,Richard Wheeler,3
17755,Emmanuel Carrere,3
28810,Jimmy Santiago Baca,3
21293,Giovanni Boccaccio,3
30988,Johnny Gruelle,3
17787,Entertainment Weekly,3
53967,Sam Chupp,3
13149,David Sheff,3
41391,Mary Webb,3
22291,Hall,3
42902,Michael Perry,3
13136,David Scott,3
53980,Sam Harrison,3
53987,Sam Kashner,3
48219,Peter Seymour,3
44404,Nancy E. Shaw,3
53993,Sam Llewellyn,3
50808,Richard Willard Armour,3
41394,Mary Westmacott,3
53871,Sally Coleman,3
13272,David Wild,3
22257,Hal Borland,3
30926,John Wessel,3
30927,John Westermann,3
53876,Sally Denton,3
17665,Emily George,3
13282,David Wingrove,3
13275,David Williams,3
13274,David William Ross,3
44109,Moyra Caldecott,3
26532,Jane Bernstein,3
53890,Sally Goldenbaum,3
42868,Michael O'Rourke,3
41415,Mary-Ann Tirone Smith,3
22267,Hal Glatzer,3
30946,John Wilson,3
17700,Emily Toll,3
50820,Richard Young,3
41401,Mary Willis Walker,3
22349,Hannah Green,3
48247,Peter Tasker,3
48303,Peterson'S,3
21171,Giles Blunt,3
50362,Richard F. West,3
50357,Richard F. Newcomb,3
12517,David Edmonds,3
12514,David Ebershoff,3
54398,Sarah Bradford,3
43076,Michael Weaver,3
50346,Richard Ellmann,3
12504,David E. Meadows,3
48291,Peter Wright,3
41204,Mary Lide,3
41196,Mary Le Duc O'Neill,3
12500,David E. Fisher,3
54409,Sarah E. Heller,3
31268,Jorge Cruise,3
54413,Sarah Edwards,3
18385,Evan Innes,3
18390,Evan Maxwell,3
31277,Jory Sherman,3
47400,Paul Warren,3
21182,Gill Davies,3
18400,Evangeline Walton,3
31247,Joost Elffers,3
41214,Mary Lou Rich,3
18292,Eugene Ehrlich,3
12571,David G Hartwell,3
54359,Sara Pitzer,3
50394,Richard George Adams,3
31244,Jonni Mccoy,3
28556,Jilly Cooper,3
22396,Hans Peter Richter,3
50391,Richard Galli,3
54379,Sarah A. Hoyt,3
12554,David Finn,3
54371,Sara Vogan,3
27065,Janis Laden,3
28552,Jillian Medoff,3
21185,Gill Hale,3
18326,Eugene Stein,3
28543,Jill Winters,3
50373,Richard Fliegel,3
31281,Jose Arguelles,3
28506,Jill Matthews,3
47408,Paul William Roberts,3
21159,Gilbert Keith Chesterton,3
18431,Eve Titus,3
54482,Sarah Roberts,3
54483,Sarah Rossbach,3
31314,Joseph A.  Springer,3
22429,Harker Moore,3
31319,Joseph A. West,3
50300,Richard Dansky,3
43094,Michael Wright,3
18447,Evelyn Coleman,3
54477,Sarah Payne Stuart,3
12361,David Brock,3
54502,Sarah Susanka,3
47373,Paul Strathern,3
54508,Sarah Vowell,3
50292,Richard D. Mohr,3
21157,Gilbert Hernandez,3
54510,Sarah Waters,3
50286,Richard Curtis,3
41161,Mary Kay Andrews,3
27080,Japan Travel Bureau,3
41181,Mary Kruger,3
44061,Mort Castle,3
54444,Sarah J. Mason,3
28503,Jill M. Morgan,3
50319,Richard Dreyfuss,3
18417,Eve Ensler,3
12442,David Cross,3
18420,Eve Gladstone,3
54457,Sarah Louise Delany,3
12428,David Compton,3
31300,Jose Silva,3
12405,David Chandler,3
54461,Sarah Lyddon Morrison,3
12423,David Cole,3
12419,David Cody Weiss,3
47381,Paul Tillich,3
12411,David Chong,3
18427,Eve Merriam,3
26460,Jan Siegel,3
12406,David Charney,3
47407,Paul Wilkes,3
22391,Hans Kung,3
50563,Richard M. Nixon,3
21210,Gillian Linscott,3
44079,Morton S. Freeman,3
54254,Sandy Boucher,3
50505,Richard Kluger,3
12726,David J. Pelzer,3
21213,Gillian Rubinstein,3
41260,Mary Moore,3
18157,Ernesto Guevara,3
22367,Hannah Whitall Smith,3
28617,Jim Defelice,3
31165,Jonathan Littman,3
21209,Gillian Kemp,3
18182,Erving Goffman,3
41258,Mary Monroe,3
54260,Sandy Jones,3
41255,Mary Mcvey Gill,3
50476,Richard J. Leider,3
54272,Sandy Schofield,3
12704,David Icke,3
28633,Jim Fergus,3
18139,Ernest Nister,3
12684,David Housewright,3
18116,Ernest Hebert,3
12818,David Lavender,3
21233,Gina Cascone,3
54199,Sandra Lee,3
12803,David L. Robbins,3
54208,Sandra Mackey,3
31147,Jonathan Harrington,3
21228,Gina B. Nahai,3
54216,Sandra Mcleod Humphrey,3
42997,Michael Shermer,3
44417,Nancy Fisher,3
31154,Jonathan Kirsch,3
18122,Ernest Holmes,3
12771,David Koenig,3
48255,Peter Tonkin,3
22361,Hannah Pakula,3
54238,Sandra Tyler,3
12754,David Keirsey,3
48260,Peter Turnbull,3
54287,Sanjay Sonawani,3
50462,Richard Hughes,3
47409,Paul Williams,3
54337,Sara Jarrod,3
47416,Paul Young,3
21200,Gillian Chapman,3
47412,Paul Woods,3
50430,Richard Hammer,3
28582,Jim Bouton,3
54333,Sara Hoskinson Frommer,3
54334,Sara Hylton,3
54336,Sara James,3
31229,Jonellen Heckler,3
12628,David H. Levy,3
18260,Ethel Kessler,3
43043,Michael Toms,3
28572,Jim Bakker,3
28570,Jim Baen,3
18279,Euell Gibbons,3
18280,Eugen Herrigel,3
28563,Jim Anderson,3
44431,Nancy Good,3
12627,David H. Hackworth,3
28587,Jim Brown,3
41240,Mary Manz Simon,3
54306,Sara Chance,3
50456,Richard Hooker,3
44427,Nancy Garen,3
26842,Janet Gleeson,3
12661,David Henry Hwang,3
18217,Esther De Waal,3
50454,Richard Hofstadter,3
18220,Esther Forbes,3
12655,David Heller,3
18224,Esther Hautzig,3
12632,David Hackett Fischer,3
12649,David Hays,3
12648,David Haynes,3
41232,Mary Maccracken,3
12646,David Hartwell,3
12643,David Harp,3
18228,Esther M. Friesner,3
50445,Richard Herley,3
12634,David Hajdu,3
32281,Julia Marsden,3
20633,George Gamow,3
34836,Kristin Von Kreisler,3
46539,Patricia Craig,3
37912,Lucia Capacchione,3
7168,C. Dean Andersson,3
33722,Katie Hickman,3
2277,Andrew O'Hagan,3
25384,Jacqueline Gilbert,3
58157,T.M. Mcnally,3
58158,T.M. Wright,3
7150,C. C. Benison,3
58147,T.J. Edwards,3
37921,Lucian K. Truscott,3
36031,Lee Yun Hee,3
23570,Hillary Johnson,3
33740,Katriena Knights,3
7135,C. A. Mobley,3
33741,Katrin Behrend,3
36027,Lee Wilkinson,3
36042,Leigh Anne Jasheway,3
58145,T.H. White,3
36019,Lee Wade,3
33706,Kathy Wilburn,3
2216,Andrew Holleran,3
58111,T. Michael Clark,3
39557,Maria Shriver,3
58116,T. R. Fehrenbach,3
36065,Leigh Robinson,3
2228,Andrew J. Fenady,3
37895,Luanne Jones,3
39551,Maria Robbins,3
2262,Andrew Matthews,3
61572,Watchman Nee,3
37899,Luc Sante,3
7193,C. J. Barry,3
44811,National Geographic Staff,3
46545,Patricia Daniels,3
37907,Luci Swindoll,3
7177,C. F. Roe,3
25385,Jacqueline Girdner,3
7114,Byron Farwell,3
39567,Mariah Burton Nelson,3
7004,Bryan Forbes,3
33802,Kay R. Jamison,3
7011,Bryan Sykes,3
44827,Nava Atlas,3
37959,Lucinda Roy,3
2402,Andy Warhol,3
61454,Walter Retan,3
2411,Angel Milan,3
46509,Patricia Bragg,3
44826,Nav Press,3
58276,Tanya Lloyd,3
33815,Kay Winters,3
2430,Angela Fisher,3
37970,Lucy Baker,3
2433,Angela Huth,3
39477,Marguerite Kelly,3
45174,Nick Cook,3
2393,Andy Rooney,3
7034,Bud Macfarlane Jr.,3
39521,Maria Harris,3
33778,Kay Cornelius,3
2326,Andrew Ward,3
2328,Andrew Weil M.D.,3
61508,Ward Just,3
61505,Ward Carroll,3
2338,Andrews Mcmeel Publishing,3
33765,Katya Reimann,3
33777,Kay Cooper,3
61481,Walter Winward,3
7037,Budd Hopkins,3
45769,Olive Ann Burns,3
7060,Burke Hedges,3
2372,Andy Griffiths,3
61474,Walter Wager,3
44823,Natsume Soseki,3
61465,Walter Sorrells,3
7038,Budd Schulberg,3
24652,J. C. Suares,3
45732,Octavia Butler,3
58303,Tariq Ali,3
39630,Marianne Harvey,3
36153,Leo Calvin Rosten,3
61710,Wendy Etherington,3
37830,Louise Munro Foley,3
24694,J. Donald Walters,3
57959,Sylvia A. Johnson,3
7418,Camille Paglia,3
33592,Kathryn Lynn Davis,3
25936,James L.  Roberts,3
7431,Campbell Soup Company,3
33595,Kathryn Makris,3
57969,Sylvia Boorstein,3
7403,Cameron West,3
7401,Cameron Stracher,3
37840,Louise Redd,3
2073,Andrea Chesman,3
2076,Andrea Davidson,3
7427,Campbell Black,3
46590,Patricia Hausman,3
39623,Marianne Curley,3
7454,Candace Mccarthy,3
7473,Candice Kohl,3
37820,Louise Lawrence,3
57930,Syd Field,3
25340,Jacob Needleman,3
2005,Anatoli Boukreev,3
61731,Wendy Loggia,3
46593,Patricia Henley,3
61729,Wendy Lewison,3
37829,Louise Moeri,3
57937,Sydney Biddle Barrows,3
61726,Wendy Larson,3
33574,Kathryn Jackson,3
61720,Wendy Hornsby,3
36157,Leo Damore,3
61716,Wendy Haley,3
45699,Nyx Smith,3
46585,Patricia Hampl,3
46584,Patricia Hall,3
36077,Leil Lowndes,3
33669,Kathy Levine,3
23529,Hilary Mandleberg,3
45725,Oakley Hall,3
2157,Andrew Carroll,3
7281,C. Wayne Owens,3
45726,Oakley M. Hall,3
39584,Marian Green,3
39582,Marian Flandrick Bray,3
58073,T. F. Banks,3
2146,Andrew Bates,3
46564,Patricia Frances Rowell,3
33673,Kathy Mackel,3
58079,T. Greenwood,3
7256,C. S. Friedman,3
7255,C. S. Forester,3
36079,Leila Hadley,3
61606,Wayne Douglas Barlowe,3
2147,Andrew Bergman,3
23527,Hilary Liftin,3
7381,Calvin Skaggs,3
57996,Sylvia Nasar,3
37849,Louise Stoltzfus,3
23508,Hilaire Belloc,3
2098,Andrea Lee,3
2100,Andrea Lunsford,3
61668,Weldon Phillip Keller,3
33610,Kathryn Reiss,3
33612,Kathryn Ross,3
39616,Marianna Mayer,3
24667,J. Countryman,3
7363,Caledonia Kearns,3
24677,J. D. Mason,3
61656,Webster'S,3
7331,Cade Merrill,3
33632,Kathy Braidhill,3
2141,Andrew,3
46569,Patricia Gardner Evans,3
6966,Bruce Wagner,3
35957,Lee Gruenfeld,3
8559,Cathryn Clare,3
23684,Hope Edelman,3
6621,Brian Keith Jackson,3
2719,Ann Packer,3
35826,Lawrence S. Leff,3
6616,Brian K. Vaughan,3
6611,Brian James,3
33993,Kelly Street,3
24533,Iva Pekarkova,3
6602,Brian Hodge,3
6629,Brian Kramer,3
2734,Ann Raimes,3
2735,Ann Reilly,3
6591,Brian Garfield,3
6587,Brian Friel,3
2743,Ann Roth,3
45829,Omar Khayyam,3
58571,Terry Bradshaw,3
58545,Terri Fields,3
58539,Terri Cohlene,3
58573,Terry Brown,3
6660,Brian Morton,3
6690,Brian Stone,3
58506,Teri Holbrook,3
24545,Ivan Klima,3
2675,Ann Lane Petry,3
6666,Brian O'Leary,3
6665,Brian O'Doherty,3
33974,Kelly Jamison,3
35839,Lawrence Treat,3
2712,Ann Morris,3
6655,Brian Michael Bendis,3
6653,Brian Mcgrory,3
6652,Brian Mcdonald,3
61243,W. Y. Evans-Wentz,3
2708,Ann Mcmillan,3
24537,Ivan Chermayeff,3
38067,Lulu Delacre,3
35811,Lawrence M. Krauss,3
34004,Kem Nunn,3
6707,Brian Weiss,3
2814,Anna Franklin,3
6501,Brendan Halpin,3
35787,Lawrence J. Quirk,3
35782,Lawrence J. Crabb,3
2806,Anna Deforest,3
24511,Isobel Linton,3
24510,Isobel Chace,3
24508,Isobel Bird,3
6496,Brenda Z. Guiberson,3
34034,Ken Dychtwald,3
61172,W. H.  Inmon,3
6493,Brenda Wilbee,3
6487,Brenda Ueland,3
61167,W. Glenn Duncan,3
39324,Margaret Pemberton,3
2826,Anna Hudson,3
35771,Lawrence G. Lovasik,3
39329,Margaret Ragz,3
58625,Terry Moore,3
35810,Lawrence M. Friedman,3
6549,Brian Andreas,3
58579,Terry Cole-Whittaker,3
58585,Terry Devane,3
61206,W. P. Kinsella,3
6557,Brian Bouldrey,3
23690,Hope Ryden,3
2769,Ann Victoria Roberts,3
34013,Ken Anderson,3
2775,Ann Warren Turner,3
6508,Brenna Lyons,3
25441,Jacques Yves Cousteau,3
6530,Bret Nicholaus,3
6527,Bret Harte,3
38092,Lydia Davis,3
39334,Margaret Reynolds,3
23699,Horace Walpole,3
45151,Nicholasa Mohr,3
33959,Kelli Chipponeri,3
46461,Pat Williams,3
37977,Lucy Daniels,3
45795,Oliver Payne,3
6891,Bruce Henderson,3
61381,Walter F. Murphy,3
6884,Bruce Hale,3
2504,Angus Wilson,3
35927,Lee Butcher,3
61368,Walter Brueggemann,3
39449,Margot Adler,3
58375,Ted Koppel,3
61391,Walter H. Wager,3
2522,Anita Bryant,3
38003,Lucy Mccauley,3
58377,Ted L. Nancy,3
38004,Lucy Mead,3
2531,Anita Ganeri,3
61353,Walt Morey,3
58394,Ted Nugent,3
25413,Jacqueline Winspear,3
35939,Lee Davis,3
6832,Bruce Bawer,3
6927,Bruce Nesmith,3
24593,J Smith,3
61415,Walter Koenig,3
61412,Walter Kirn,3
6945,Bruce S. Feiler,3
2456,Angela Sayer,3
23613,Hogan P.,3
58329,Taylor Branch,3
2463,Angela Wainwright,3
37988,Lucy H. Hedrick,3
61404,Walter J. Williams,3
35948,Lee Floren,3
35947,Lee Ezell,3
45787,Oliver L. North,3
33846,Kees Moerbeek,3
6912,Bruce M. Nash,3
37983,Lucy Freeman,3
2541,Anita Larsen,3
61337,Wally Wang,3
61275,W.R. Thompson,3
33927,Keith Robertson,3
35876,Leah Leneman,3
25872,James Houston,3
58444,Terence Dickinson,3
38036,Luis Alberto Urrea,3
61290,Wade Davis,3
58449,Terence M. Green,3
58450,Terence Mckenna,3
39400,Margeret Wander Bonanno,3
33914,Keith Moseley,3
61286,Wade B. Cook,3
35865,Lea Wait,3
33934,Keith Snyder,3
2639,Ann Garrett,3
39394,Margarita Madrigal,3
45162,Nick Beilenson,3
58481,Teresa Miller,3
2609,Ann Cornelisen,3
33912,Keith Miller,3
58399,Ted Rall,3
2563,Anmarie Barrie,3
6826,Bruce Balan,3
2553,Anita Roddick,3
6822,Bruce B. Barton,3
58402,Ted Schwarz,3
2558,Anitra Frazier,3
46477,Patrice Kindl,3
58410,Ted Wood,3
35901,Learning Express,3
6781,Brooke Stevens,3
39421,Margie Palatini,3
39420,Margie Larsen,3
35894,Leann Weiss,3
2598,Ann Cameron,3
6786,Brooks Hansen,3
58429,Temple Grandin,3
2599,Ann Campbell,3
45223,Nicola Baxter,3
1987,Ana Maria Matute,3
45224,Nicola Bayley,3
8139,Caroline Myss,3
44751,Natasha Wing,3
33274,Katherine A. Applegate,3
8158,Caroline Sutton,3
8150,Caroline Shrodes,3
57460,Susan Korman,3
57465,Susan Kuklin,3
8142,Caroline Preston,3
62228,William Greider,3
62240,William H. Davidow,3
8132,Caroline Latham,3
37606,Lorraine Bodger,3
62220,William Glasser,3
57479,Susan Lowell,3
62213,William Gay,3
1348,Alice Mattison,3
8106,Caroline Clemmons,3
62237,William H. Calvin,3
1292,Alice Blanchard,3
8090,Caroline Alexander,3
24853,J. Paul Getty,3
36516,Lew Wallace,3
23324,Henry Wiencek,3
23326,Henry Winkler,3
1261,Alfred Silver,3
62260,William H. Rehnquist,3
1265,"Alfred Tennyson, Baron Tennyson",3
57405,Susan Hayward,3
62256,William H. Mcneill,3
62243,William H. Gass,3
1273,Alfredo Vea,3
57416,Susan Horowitz,3
8206,Carolyn G. Heilbrun,3
8204,Carolyn Forche,3
26015,James Mallory,3
62251,William H. Keith,3
36507,Letty Cottin Pogrebin,3
36480,Leslie Waller,3
57494,Susan M. Mcintosh,3
23322,Henry Wadsworth Longfellow,3
57556,Susan Perabo,3
8005,Carol Wolper,3
36430,Leslie Hamilton,3
1452,Alison Boteler,3
25992,James M. Deem,3
7997,Carol Wallace,3
37649,Lou Aronica,3
57555,Susan Pearson,3
45261,Nicole Foster,3
57548,Susan Page,3
37652,Lou Cameron,3
1463,Alison G. Taylor,3
33336,Katherine Neville,3
62131,William Durbin,3
7978,Carol Steward,3
1472,Alison Inches,3
57573,Susan R. Cooper,3
8007,Carol-Lynn Rossel Waugh,3
57547,Susan P. Schutz,3
33308,Katherine Howard,3
8047,Carole Kruppa,3
57506,Susan Mcbride,3
23364,Herbert Friedman,3
8057,Carole Marsh,3
1404,Alicia Alvrez,3
62171,William F. Buckley Jr.,3
1407,Alicia Baldwin,3
36455,Leslie O'Grady,3
57524,Susan Milord,3
57542,Susan Orlean,3
8040,Carole Jackson,3
8037,Carole Howey,3
36446,Leslie Lynn,3
1424,Alighieri Dante,3
1425,Alii M. Bek,3
57540,Susan Olasky,3
1439,Alisa Kwitney,3
8237,Carolyn Mackler,3
36521,Lewis B. Patten,3
46596,Patricia Hickman,3
46754,Patricia Windsor,3
24898,J. Sheridan Le Fanu,3
62376,William Katz,3
39924,Marion Winik,3
8456,Catherine Drinker Bowen,3
33151,Kate Green,3
62369,William K. Hartmann,3
33154,Kate Grilley,3
1103,Alexander Hamilton,3
36600,Libby Hall,3
33157,Kate Hayden,3
1110,Alexander Jablokov,3
57270,Susan Bowes,3
45293,Nigel Calder,3
8417,Catherine Arnold,3
8412,Catherine Alliott,3
45290,Nigel Blundell,3
62381,William Kennedy,3
45538,Norma Coney,3
57296,Susan Cohen,3
33120,Kate Christensen,3
62417,William Langewiesche,3
8541,Cathi Hanauer,3
33113,Kate Bryan,3
39940,Marissa Monteilh,3
24909,J. T. Edson,3
36616,Life Magazine,3
45536,Norma Beishir,3
8513,Catherine Ripley,3
62391,William Knowlton Zinsser,3
26033,James Mccourt,3
45296,Nigel D. Findley,3
33127,Kate Daniel,3
1069,Alex Witchel,3
62392,William Kornblum,3
57235,Susan Alexander,3
1073,Alexa Smart,3
36574,Li-Young Lee,3
57297,Susan Coll,3
36523,Lewis Burke Frumkes,3
8280,Carr,3
57362,Susan Feuer,3
62281,William Hartston,3
57365,Susan Florence,3
57367,Susan Ford,3
33219,Kate Thompson,3
8285,Carrie A. Snyder,3
57371,Susan Fox Rogers,3
25253,Jack Weatherford,3
1217,Alfred Birnbaum,3
8273,Carolyn Williford,3
57380,Susan Gable,3
23315,Henry Van Dyke,3
1240,Alfred J. Andrea,3
8261,Carolyn Sherwin Bailey,3
8250,Carolyn Quattrocki,3
57392,Susan Griffith,3
62288,William Hewitt,3
8305,Carrie Young,3
1144,Alexander Theroux,3
33192,Kate Morgan,3
1153,Alexander Wolff,3
36561,Lewis Turco,3
23296,Henry Reed,3
36557,Lewis Shiner,3
1175,Alexandra Raife,3
1177,Alexandra Robbins,3
1178,Alexandra Scott,3
45560,Norma Lorre Goodrich,3
62291,William Hjortsberg,3
25249,Jack W. Hayford,3
39900,Marion Devon,3
33200,Kate O'Donnell,3
33203,Kate Petty,3
57344,Susan Elderkin,3
33205,Kate Proctor,3
39892,Marion Collins,3
7970,Carol Snyder,3
1486,Alison Plowden,3
57577,Susan R. Sloan,3
39700,Marie Jacks,3
1770,Amanda Matetsky,3
61901,Will Harriss,3
61895,Will Durant,3
46626,Patricia Leitch,3
7663,Carlo D'Este,3
25320,Jaclyn Moriarty,3
61892,Will Cuppy,3
36270,Leonard Shlain,3
61908,Will James,3
1791,Amber Kaye,3
7649,Carla Simpson,3
57811,Suzanne Gruber,3
61867,Wilfrid Sheed,3
7622,Carl Zimmer,3
45670,Norris J. Lacy,3
7618,Carl Waldman,3
36279,Leonard Wolf,3
61910,Will Mcdermott,3
1826,American Diabetes Association,3
36284,Leonardo Da Vinci,3
37746,Louis Untermeyer,3
57747,Susie Shellenberger,3
57749,Susun S. Weed,3
7713,Carmen Carter,3
1752,Amanda Davis,3
7710,Carmen Adams,3
33455,Kathleen Huggins,3
7703,Carman,3
7686,Carlson,3
45238,Nicola Williams,3
7697,Carly Bishop,3
33461,Kathleen Karr,3
57764,Suzannah Davis,3
39712,Marie Morreale,3
1760,Amanda Harte,3
7687,Carlson Wade,3
39692,Marie Gorsline,3
1827,American Dietetic Association,3
1490,Alison Roberts,3
7514,Career Associates,3
36210,Leona Blair,3
37791,Louise Desalvo,3
37796,Louise Doughty,3
61788,Werner Keller,3
25946,James L. Nelson,3
61782,Wendy Winsted,3
1942,Amy Myers,3
36189,Leon Edel,3
1892,Amy E. Dean,3
36187,Leon Chaitow,3
1956,Amy Shojai,3
1962,Amy Thomson,3
36184,Leon Bing,3
61761,Wendy S. Conner,3
33558,Kathryn Cristaldi,3
57919,Sy Montgomery,3
36213,Leona Rostenberg,3
7567,Carl Gustav Jung,3
45236,Nicola Tuxworth,3
1857,Amir D. Aczel,3
57830,Suzanne Macpherson,3
1834,American Heritage,3
1845,American Psychiatric Association,3
1846,American Psychological Association,3
25327,Jacob Bronowski,3
61838,Whoopi Goldberg,3
45679,Nostradamus,3
7587,Carl Miller,3
24724,J. Gordon Melton,3
57843,Suzanne Proulx,3
7584,Carl Mccolman,3
39681,Marie De Jourlet,3
61829,Whitman,3
37782,Louise Borden,3
61825,Whitecap Books,3
57852,Suzanne Siegel Zenkel,3
57740,Susie Moloney,3
39723,Marie Simmons,3
7734,Carol Adams,3
36366,Lesley Hazleton,3
25294,Jackie Lewin,3
37683,Louis A. Safian,3
57631,Susan Stevens,3
45626,Norman Lewis,3
37687,Louis B. Jones,3
37689,Louis Bayard,3
1579,Allan Topol,3
45628,Norman Maclean,3
7909,Carol Mcd. Wallace,3
62041,William Browning Spencer,3
39769,Marilyn Diamond,3
33383,Kathleen A. Brehony,3
37695,Louis Chunovic,3
39765,Marilyn Clay,3
57648,Susan Taylor Chehak,3
62034,William Bridges,3
7901,Carol Marinelli,3
45253,Nicole Burnham,3
39724,Marie Smith,3
36409,Leslie Dierks,3
37658,Lou Holtz,3
1495,Alison Smith,3
36415,Leslie Feinberg,3
7954,Carol Ryrie Brink,3
36412,Leslie Epstein,3
62109,William D. Pease,3
1511,Alistair Macneill,3
46679,Patricia Pingry,3
37676,Louie Anderson,3
33354,Katherine Ulrich,3
57594,Susan S. Kelly,3
62100,William D. Backus,3
36399,Leslie Carroll,3
23389,Herbert Lockyer,3
1538,Allan Bloom,3
24800,J. M. Jeffries,3
62025,William Bligh,3
33388,Kathleen Alcala,3
1618,Allen Kurzweil,3
7765,Carol Bolt,3
39738,Marie-Luise Von Franz,3
46650,Patricia Mckissack,3
1678,Alma E. Guinness,3
7774,Carol Cail,3
36322,Les Carter,3
25309,Jackie Wolf,3
7768,Carol Brennan,3
36310,Leroy Eims,3
39760,Marilyn Burns,3
7752,Carol Barkin,3
25966,James Levin,3
37730,Louis Owens,3
45652,Norman Stiles,3
7742,Carol Ann Duffy,3
33439,Kathleen G. Nadeau,3
44780,Nathanael West,3
57701,Susanna Hofmann Mcshea,3
25305,Jackie Vivelo,3
33415,Kathleen Demarco,3
61987,William Alexander,3
33397,Kathleen Blease,3
7841,Carol Gregor,3
37702,Louis Edwards,3
44770,Nathan Gurewich,3
7828,Carol Gelles,3
7826,Carol Gardner,3
36346,Lesley Anne Ivory,3
57676,Susan Wojciechowski,3
33402,Kathleen Cambor,3
7814,Carol Fenner,3
24779,J. L. Matthews,3
7805,Carol Easton,3
24777,J. L. Abramo,3
25301,Jackie Posner,3
7798,Carol Devine,3
6476,Brenda Peterson,3
58647,Terry Tempest Williams,3
45144,Nicholas Von Hoffman,3
34596,Kimberly Weinberger,3
59427,Tim Willocks,3
59431,Tim Wynne-Jones,3
35172,Larousse,3
5317,Beth Kephart,3
5309,Beth Goodman,3
4082,Axel Madsen,3
59440,Time Out,3
4095,Azriela Jaffe,3
38930,Manuel Vazquez Montalban,3
46036,P. J. Parrish,3
5292,Beth Amos,3
5278,Beryl Markham,3
4106,B. B. Hiller,3
59463,Timothy Ferris,3
24223,Inc. Staff Disney Enterprises,3
38518,M. T. Anderson,3
4061,Autumn Mccullah,3
38932,Manuela Dunn Mascetti,3
5261,Berton Roueche,3
4022,August Derleth,3
34558,Kim Waller,3
34561,Kim Wozencraft,3
5392,Betsy Sikora  Siino,3
34562,Kim Wright Wiley,3
59387,Tim Moore,3
60330,Una-Mary Parker,3
5384,Betsy Lerner,3
4032,Augustine,3
59416,Tim Sullivan,3
59397,Tim Pat Coogan,3
60323,Uma Silbey,3
59404,Tim Rosaforte,3
59410,Tim Schoch,3
5350,Bethany Roberts,3
59411,Tim Sebastian,3
5344,Beth Wilson,3
46045,P. L. Travers,3
4130,B. J. James,3
4004,Audrey Niffenegger,3
34650,Kit Craig,3
5199,Bernhard Schlink,3
38888,Man Ray,3
4190,Babette Cole,3
60197,Trish Macgregor,3
60196,Trish Kuffner,3
59516,Tina Daniell,3
4193,Babs Lakey,3
60194,Trish Jensen,3
4182,B.J. Oliphant,3
59526,Tina Mcelroy Ansa,3
59527,Tina Oaks,3
46066,P. Yogananda,3
35103,Lance Armstrong,3
4204,Baine Kerr,3
34657,Kit Pearson,3
34658,Kit Reed,3
60201,Trisha Baker,3
60204,Trisha Malcolm,3
23967,Husain Haddawy,3
25595,James Bentley,3
4132,B. J. Oliphant,3
44954,Neil Wilson,3
