,User-Decade,Book-Rating
180779,30,5
180780,60,5
180789,30,7
180790,30,5
180791,60,8
180792,20,6
180797,30,4
180799,20,6
180801,20,5
180807,30,6
180809,30,6
180815,20,4
180824,40,5
180829,40,10
180835,20,10
180846,30,8
180847,40,7
180848,20,5
180856,50,10
180859,70,9
180860,30,8
180863,40,8
180867,20,8
180875,20,8
180877,30,7
180878,50,8
180883,20,5
180884,40,8
180885,50,10
180888,20,8
180890,40,10
180891,30,5
180893,20,7
180895,30,7
180900,50,7
180906,60,7
180914,40,8
180916,40,7
180925,20,5
180927,40,7
180929,50,10
180932,40,9
180940,20,8
180942,30,7
180951,20,7
180954,40,5
180969,20,7
180977,40,3
180984,60,9
180989,50,5
180993,50,7
181008,40,8
181009,50,4
181015,50,8
181024,20,8
181026,50,8
181033,30,5
181041,30,10
181045,40,8
181055,40,7
181056,40,5
181070,30,7
181077,20,7
181079,30,5
181080,30,7
181082,20,6
181083,40,5
181090,20,7
181096,20,5
181107,30,9
181114,50,8
181118,30,8
181129,50,8
181137,30,7
181145,30,8
181146,20,7
181151,60,9
181153,30,4
181156,10,7
181163,20,9
181171,30,4
181172,50,9
181173,10,9
181178,30,8
181185,10,10
181192,30,5
181193,30,8
181197,20,7
181202,20,9
181207,30,9
181215,30,8
181216,20,10
181223,20,8
181224,50,7
181225,40,9
181230,30,10
181231,30,5
181235,30,8
181236,10,2
181237,60,10
181239,40,6
181241,20,5
181247,30,9
181249,30,6
181250,30,3
181254,10,7
181272,10,7
181274,10,8
181276,40,5
181277,20,8
181279,30,9
181282,70,7
181283,40,8
181286,40,7
181288,60,4
181293,30,8
181294,20,10
181307,10,10
181313,10,8
181315,10,9
181319,30,5
181322,60,9
181324,30,10
181329,30,6
181336,60,8
181344,30,7
181349,50,7
181356,20,8
181357,30,5
181359,20,8
181364,20,6
181366,30,5
181369,30,10
181380,20,7
181381,20,10
181384,20,8
181385,10,9
181386,40,10
181388,20,5
181393,30,10
181394,10,10
181398,40,8
181404,20,10
181405,20,7
181408,40,10
181410,20,10
181411,20,6
181412,10,8
181418,10,10
181428,30,10
181460,40,9
181468,40,9
181484,30,6
181485,10,6
181494,40,8
181500,30,8
181503,30,10
181506,50,9
181507,40,8
181508,30,8
181510,30,9
181519,60,10
181525,40,8
181528,30,10
181529,30,9
181532,30,8
181540,40,7
181542,20,9
181545,10,8
181555,30,7
181563,20,8
181564,20,8
181569,50,8
181572,40,8
181575,30,5
181577,40,4
181579,30,9
181582,60,8
181587,40,5
181588,40,7
181595,20,10
181597,20,8
181608,30,7
181615,40,10
181617,20,5
181624,40,8
181626,60,9
181629,40,8
181642,20,8
181643,30,8
181646,30,8
181649,30,7
181650,50,9
181651,20,8
181653,20,9
181655,50,10
181656,10,8
181657,40,7
181658,40,7
181659,30,6
181661,50,5
181665,30,8
181666,20,8
181667,20,8
181669,20,7
181670,40,8
181671,40,6
181672,20,6
181676,40,5
181678,20,8
181680,20,6
181687,60,9
181689,30,6
181694,40,4
181695,50,9
181697,30,5
181698,30,8
181703,30,6
181711,30,9
181716,30,10
181719,20,9
181720,20,4
181729,20,9
181743,40,9
181752,40,10
181764,40,6
181769,40,1
181785,50,10
181791,30,5
181793,20,8
181796,30,8
181798,30,2
181799,20,9
181800,30,8
181809,30,7
181810,20,9
181811,40,8
181814,30,8
181816,20,9
181818,40,10
181822,20,8
181824,20,8
181828,20,7
181829,30,9
181831,30,7
181836,20,9
181842,30,7
181847,30,8
181848,30,9
181856,30,4
181859,20,8
181865,20,5
181866,30,8
181867,30,6
181871,30,9
181874,20,10
181875,30,8
181880,110,2
181882,20,7
181892,20,8
181893,50,9
181896,20,10
181898,30,10
181899,20,8
181900,20,5
181903,20,4
181908,40,10
181913,20,8
181915,10,10
181916,20,7
181917,20,10
181918,20,8
181919,20,10
181922,40,9
181924,10,9
181927,50,10
181929,20,10
181933,20,10
181938,40,10
181939,50,9
181942,10,10
181949,40,8
181954,30,5
181961,20,2
181962,20,7
181967,20,8
181974,20,8
181975,30,10
181979,20,9
181987,40,5
181995,20,10
181998,20,5
181999,20,7
182000,30,7
182007,10,8
182008,20,9
182011,50,10
182012,30,8
182013,20,10
182020,20,9
182022,30,9
182026,20,10
182028,20,10
182029,40,9
182030,20,6
182033,40,10
182037,20,10
182041,20,9
182043,30,10
182045,10,9
182046,40,9
182056,60,9
182061,40,8
182063,10,9
182066,20,10
182068,30,8
182069,20,6
182071,20,10
182078,20,9
182087,20,10
182098,20,10
182099,20,9
182102,20,7
182103,20,9
182106,20,6
182108,10,5
182112,10,10
182114,60,8
182119,20,8
182122,20,9
182125,10,8
182127,30,8
182130,10,6
182133,10,8
182135,30,8
182137,30,10
182141,20,9
182142,20,10
182143,20,10
182144,40,6
182150,20,10
182152,40,10
182153,20,8
182156,20,10
182158,20,10
182160,20,4
182161,40,10
182162,20,7
182164,20,3
182167,30,2
182171,30,5
182173,30,10
182176,20,8
182180,40,8
182181,30,8
182182,30,9
182183,50,3
182188,30,10
182195,40,9
182197,40,3
182199,50,4
182200,20,7
182202,20,9
182203,50,10
182205,40,10
182208,20,9
182209,30,5
182216,30,8
182219,30,8
182220,30,8
182224,30,10
182228,30,9
182233,40,10
182241,30,7
182242,20,9
182245,20,9
182251,30,8
182253,50,10
182256,50,10
182267,50,7
182268,50,10
182269,50,9
182272,20,10
182273,20,8
182274,20,8
182275,30,8
182276,30,9
182282,10,10
182287,40,9
182289,20,8
182293,40,6
182298,60,7
182299,40,8
182301,60,9
182303,40,8
182309,30,4
182312,40,7
182316,50,5
182319,40,7
182320,40,9
182324,30,10
182326,50,10
182328,40,9
182331,30,10
182333,40,10
182334,30,7
182337,50,9
182341,40,8
182346,20,8
182351,20,8
182354,30,9
182357,50,8
182358,50,8
182363,50,5
182364,40,8
182365,40,10
182366,30,9
182368,40,5
182371,50,5
182378,30,8
182379,20,8
182380,30,8
182382,30,8
182385,10,7
182388,60,8
182389,30,5
182393,50,8
182395,30,9
182397,30,8
182399,20,4
182400,40,8
182409,40,10
182411,40,10
182414,40,9
182417,40,4
182419,20,8
182427,20,10
182428,40,8
182430,40,10
182431,40,7
182434,10,8
182437,70,8
182440,20,8
182443,30,10
182452,50,9
182464,40,8
182468,50,6
182472,30,8
182479,60,8
182483,30,7
182484,30,8
182485,50,8
182488,50,4
182489,50,8
182493,30,8
182499,30,8
182502,40,8
182518,100,8
182520,10,8
182524,40,9
182526,50,7
182527,30,8
182533,50,7
182537,30,10
182538,30,5
182543,10,6
182545,20,8
182547,40,9
182549,40,8
182552,30,3
182555,70,9
182563,30,8
182565,20,10
182570,40,9
182571,10,9
182574,20,8
182581,30,9
182582,30,6
182589,40,7
182592,40,8
182602,40,7
182607,30,7
182611,30,8
182612,30,8
182618,20,10
182620,50,9
182621,30,6
182625,30,7
182626,50,10
182628,20,8
182630,40,7
182642,20,9
182643,20,9
182650,30,8
182651,20,6
182657,40,10
182658,20,10
182659,50,5
182669,30,9
182676,20,7
182681,30,7
182682,10,8
182685,10,8
182686,10,7
182689,10,9
182691,10,8
182692,30,8
182693,10,7
182698,20,6
182705,10,9
182724,20,8
182727,20,8
182729,40,5
182732,30,9
182735,40,8
182736,20,7
182745,20,7
182751,30,10
182765,30,7
182774,50,6
182775,70,7
182778,30,8
182782,30,8
182795,30,9
182800,50,10
182804,30,4
182811,30,10
182813,30,9
182817,50,10
182825,50,10
182827,40,10
182829,30,7
182846,30,8
182866,30,4
182871,50,8
182872,30,5
182874,20,5
182877,40,9
182880,20,7
182881,20,7
182884,50,7
182887,30,9
182888,40,9
182908,50,8
182910,50,10
182913,30,8
182915,60,10
182916,50,7
182918,30,8
182924,50,7
182942,20,8
182944,40,7
182945,40,8
182955,30,9
182959,60,8
182965,50,5
182968,20,8
182972,30,6
182976,40,9
182978,50,6
182982,30,8
182984,50,5
182988,30,10
182989,50,6
182990,40,9
182991,30,9
182992,20,10
183001,60,7
183003,40,8
183007,30,9
183009,40,7
183011,40,9
183012,50,8
183013,50,8
183018,40,4
183024,50,8
183026,50,9
183028,50,8
183029,40,7
183033,40,9
183042,30,10
183043,40,8
183045,20,9
183046,30,8
183048,60,8
183053,40,10
183055,40,7
183058,30,10
183064,50,9
183065,20,9
183074,40,4
183075,50,7
183076,40,6
183080,30,10
183091,30,8
183099,30,6
183106,40,8
183108,50,10
183111,50,10
183117,30,6
183119,80,10
183121,20,10
183123,60,9
183126,20,8
183127,30,10
183128,40,9
183129,50,8
183131,30,8
183135,20,5
183140,40,8
183142,30,9
183147,20,10
183149,40,10
183155,50,9
183159,50,8
183166,30,9
183168,30,10
183169,30,8
183171,30,10
183173,60,6
183176,40,10
183177,20,8
183180,40,10
183185,20,8
183192,40,7
183195,20,5
183200,40,10
183201,40,8
183202,50,10
183203,20,10
183204,30,9
183205,40,5
183206,20,10
183207,20,10
183215,30,8
183216,50,7
183221,30,7
183227,30,10
183228,50,8
183233,50,8
183239,30,9
183251,40,8
183259,30,8
183262,20,10
183264,50,9
183265,40,8
183285,50,8
183288,40,10
183308,40,8
183312,30,7
183321,80,5
183323,50,10
183331,30,7
183335,20,7
183336,30,8
183342,40,5
183347,20,7
183353,50,5
183368,30,7
183371,60,10
183377,50,9
183382,40,10
183391,30,8
183395,10,5
183409,30,9
183421,60,10
183427,0,10
183430,10,10
183433,40,7
183438,50,7
183444,10,5
183446,60,10
183452,30,7
183458,20,8
183479,20,9
183480,30,6
183484,20,8
183485,40,10
183486,20,9
183499,30,7
183500,30,7
183506,50,10
183512,30,7
183515,10,10
183516,20,5
183525,40,7
183527,40,7
183528,20,7
183529,10,7
183533,50,10
183547,20,7
183549,20,10
183552,30,7
183553,40,6
183556,50,10
183559,20,5
183560,50,10
183563,40,9
183572,20,7
183573,20,10
183581,50,8
183586,30,7
183587,30,6
183590,70,10
183594,30,10
183595,50,9
183614,20,9
183619,40,8
183625,40,8
183631,40,8
183640,30,7
183642,20,6
183645,20,7
183647,20,7
183660,60,10
183665,30,6
183673,30,9
183677,20,10
183679,40,5
183682,30,6
183683,30,10
183684,30,8
183687,30,9
183689,50,8
183699,50,5
183711,20,10
183719,40,6
183726,20,10
183727,30,10
183728,120,6
183737,30,5
183749,60,8
183751,30,8
183752,40,6
183758,30,10
183760,20,5
183762,30,8
183763,20,8
183766,30,8
183784,30,7
183788,30,9
183800,30,10
183803,20,4
183806,50,7
183811,30,8
183816,50,7
183817,40,8
183827,0,8
183828,30,8
183830,30,10
183832,50,7
183834,20,8
183858,10,10
183874,40,6
183875,40,8
183876,30,7
183878,40,9
183881,40,10
183882,40,10
183885,30,10
183886,50,9
183888,40,8
183890,40,9
183892,40,5
183893,20,7
183895,40,7
183896,10,6
183897,30,9
183901,30,10
183903,30,10
183906,30,10
183907,30,10
183908,30,8
183911,20,8
183921,20,8
183922,20,10
183933,30,5
183934,30,7
183937,30,10
183938,20,10
183939,30,10
183940,30,10
183941,20,10
183944,10,8
183947,10,8
183950,20,9
183951,40,10
183955,10,8
183961,30,2
183963,50,8
183964,40,7
183979,40,6
183985,20,6
183988,60,10
183991,20,7
183994,30,9
183996,40,10
184001,40,8
184005,30,9
184007,50,10
184008,50,10
184014,30,9
184018,30,8
184025,20,8
184027,30,10
184028,30,10
184029,30,8
184030,30,10
184031,40,8
184034,20,9
184042,40,9
184051,30,8
184055,20,9
184058,30,8
184060,30,6
184065,40,10
184069,40,8
184079,60,8
184082,50,8
184083,40,5
184084,40,7
184087,30,9
184090,40,8
184091,20,8
184093,30,8
184098,30,6
184099,30,9
184100,30,7
184102,30,7
184104,20,8
184106,30,8
184109,30,10
184118,20,9
184133,30,8
184137,30,6
184142,70,8
184143,40,7
184151,40,7
184152,50,8
184153,40,8
184154,40,8
184158,50,9
184160,50,8
184163,40,5
184164,20,8
184167,40,8
184173,40,5
184174,50,7
184176,50,10
184178,40,5
184183,50,10
184192,20,10
184195,20,9
184197,60,8
184198,30,5
184210,50,5
184211,40,8
184221,40,7
184223,20,9
184230,50,8
184236,50,8
184237,20,8
184240,50,10
184257,70,6
184261,0,5
184263,40,8
184266,20,9
184270,20,7
184274,40,8
184280,30,3
184285,30,9
184289,20,10
184295,30,10
184297,20,10
184298,30,10
184300,30,10
184301,30,5
184303,30,6
184305,30,10
184311,20,9
184313,30,10
184314,40,10
184315,10,9
184320,30,9
184321,30,9
184323,40,10
184326,40,8
184334,20,9
184339,10,7
184340,20,9
184341,20,10
184351,30,7
184360,30,5
184366,30,10
184367,10,10
184373,50,10
184374,30,10
184380,40,8
184381,10,9
184382,30,9
184397,20,7
184399,30,10
184400,20,7
184403,20,10
184404,40,7
184407,20,10
184418,20,7
184422,20,8
184424,10,8
184426,30,9
184427,40,7
184429,20,8
184430,10,5
184432,10,8
184434,40,10
184435,10,10
184438,50,10
184441,200,8
184442,40,7
184447,20,10
184452,20,8
184455,20,9
184459,10,10
184460,10,8
184461,30,8
184462,40,9
184467,20,4
184468,30,10
184469,20,9
184476,20,7
184479,30,9
184482,20,9
184483,20,6
184488,30,8
184489,10,10
184494,20,10
184495,20,10
184496,30,8
184506,30,8
184507,30,10
184508,20,7
184512,40,8
184518,30,6
184522,10,10
184524,30,10
184528,50,7
184538,40,10
184544,30,9
184546,30,8
184547,30,9
184552,30,9
184555,30,6
184562,40,6
184563,30,10
184570,20,9
184573,40,8
184584,40,10
184585,30,9
184588,20,10
184589,30,8
184591,20,8
184592,10,8
184594,30,10
184600,10,7
184602,20,10
184604,50,7
184605,30,7
184606,10,8
184607,50,9
184608,30,8
184612,10,8
184627,30,10
184632,40,6
184643,30,7
184652,40,5
184660,30,8
184662,20,8
184663,20,8
184665,30,6
184668,30,9
184670,40,9
184671,10,5
184676,10,8
184677,30,10
184679,20,7
184685,40,7
184687,30,10
184690,50,9
184692,20,10
184693,0,9
184696,20,5
184701,30,7
184704,0,8
184707,10,5
184708,40,7
184709,10,8
184715,10,9
184717,10,10
184721,10,7
184724,30,7
184726,10,8
184729,40,10
184731,60,5
184733,20,9
184734,20,10
184736,10,8
184737,10,8
184738,30,8
184743,20,5
184745,40,9
184747,20,10
184748,10,8
184751,40,10
184753,50,10
184755,30,10
184756,20,10
184757,20,10
184766,10,9
184771,20,7
184776,20,7
184777,20,10
184779,20,8
184780,30,8
184781,30,7
184783,20,10
184792,30,8
184799,30,5
184802,20,10
184803,20,5
184806,40,10
184810,50,5
184812,20,10
184815,20,7
184816,40,8
184819,20,8
184820,30,10
184821,30,10
184826,50,7
184828,10,7
184831,30,7
184833,60,9
184834,30,8
184835,50,7
184837,50,8
184840,50,9
184847,40,9
184848,40,10
184852,20,4
184853,40,5
184863,20,6
184865,20,6
184876,20,9
184877,20,4
184879,40,8
184881,30,9
184882,30,7
184884,30,7
184893,40,7
184895,30,8
184897,50,4
184899,40,8
184902,20,8
184903,20,7
184906,40,9
184908,30,1
184911,30,9
184916,20,6
184918,20,3
184923,50,10
184924,30,10
184927,30,8
184928,40,10
184929,40,8
184931,40,10
184936,40,8
184938,30,8
184941,20,10
184947,50,9
184948,40,5
184953,60,9
184955,40,5
184956,40,10
184958,40,10
184959,20,8
184961,30,8
184963,50,8
184964,20,10
184966,30,10
184974,30,7
184976,10,7
184980,10,10
184982,20,8
184983,30,7
184984,30,7
184987,40,8
184988,30,6
184991,40,8
184994,50,7
185002,30,5
185004,20,10
185008,30,6
185015,20,10
185016,40,5
185020,40,8
185026,30,5
185035,20,10
185036,30,10
185040,30,9
185054,30,10
185056,40,9
185064,30,5
185067,30,8
185073,30,10
185075,20,3
185076,30,8
185078,30,10
185081,40,7
185086,30,10
185088,40,8
185095,40,10
185102,40,8
185108,40,9
185110,40,8
185114,40,8
185115,10,5
185121,20,8
185122,30,6
185123,50,5
185127,40,8
185130,40,9
185133,40,3
185136,30,6
185138,40,7
185143,30,10
185146,30,9
185148,20,9
185151,30,9
185157,10,9
185162,40,9
185166,30,8
185170,30,10
185172,30,9
185173,50,8
185178,20,9
185181,30,8
185185,50,6
185190,30,10
185205,20,10
185222,60,8
185225,50,8
185228,30,9
185230,30,10
185235,30,10
185245,40,5
185247,30,10
185248,40,8
185253,30,5
185262,20,10
185263,20,9
185264,50,10
185266,60,8
185268,60,10
185270,30,10
185273,20,10
185286,60,8
185294,40,5
185295,30,7
185296,30,8
185299,40,8
185301,20,10
185305,40,6
185321,30,8
185325,30,8
185333,50,10
185335,50,8
185340,40,10
185348,20,10
185353,20,6
185355,40,9
185357,40,9
185358,50,8
185359,40,5
185362,20,10
185370,30,9
185374,60,5
185376,40,7
185389,40,9
185390,30,10
185391,40,9
185392,50,8
185393,50,7
185395,40,8
185397,20,10
185399,20,9
185404,40,9
185405,50,10
185406,50,7
185427,30,8
185431,50,10
185433,30,10
185436,20,8
185438,10,9
185445,40,10
185446,30,10
185448,30,10
185452,50,6
185455,50,8
185458,30,7
185459,30,9
185462,30,9
185463,40,10
185469,20,8
185471,30,8
185473,30,8
185486,40,8
185492,30,10
185494,20,10
185497,30,8
185500,40,10
185503,30,8
185505,40,10
185507,30,8
185508,30,10
185510,40,9
185511,10,9
185512,30,7
185516,30,7
185518,50,4
185523,30,8
185524,30,9
185525,40,10
185528,20,8
185530,50,8
185534,40,7
185539,30,10
185541,50,6
185551,50,5
185555,40,8
185563,30,8
185565,20,9
185568,40,10
185570,20,7
185573,30,5
185574,40,10
185576,30,7
185581,30,5
185584,30,9
185589,20,8
185593,50,8
185596,30,9
185598,10,10
185600,20,8
185602,20,9
185612,30,9
185619,30,9
185622,30,5
185623,20,10
185624,30,5
185628,20,10
185630,20,8
185639,30,6
185640,40,10
185649,20,10
185656,20,7
185665,40,7
185669,50,8
185670,40,9
185677,20,5
185693,30,4
185698,50,6
185705,20,6
185723,40,4
185733,30,7
185740,40,8
185748,20,8
185752,60,8
185755,60,7
185757,40,9
185763,40,8
185766,20,8
185767,30,5
185775,10,8
185780,20,8
185783,20,3
185784,30,9
185787,20,8
185788,60,6
185790,20,9
185794,40,9
185797,30,7
185800,30,7
185803,20,10
185804,10,9
185805,30,7
185806,30,10
185809,10,8
185810,20,8
185813,20,6
185815,50,3
185821,20,9
185828,20,7
185829,30,10
185833,20,8
185835,20,9
185837,40,9
185838,30,5
185844,20,8
185845,20,10
185846,20,9
185847,20,6
185855,40,10
185860,20,4
185861,20,7
185864,20,10
185865,30,9
185870,20,10
185875,20,8
185877,20,4
185879,30,8
185881,30,8
185889,30,9
185894,40,9
185901,50,10
185903,50,7
185908,40,6
185910,50,3
185920,10,10
185921,20,7
185929,60,7
185938,40,8
185939,40,7
185944,40,6
185945,30,7
185946,20,9
185947,10,8
185950,30,5
185964,10,9
185968,60,6
185970,20,9
185972,30,7
185975,20,10
185976,30,9
185978,30,7
185980,30,7
185982,10,10
185985,50,7
186003,50,5
186016,30,9
186018,50,4
186021,20,8
186022,30,10
186027,30,10
186028,40,8
186031,30,8
186035,30,9
186043,40,8
186044,30,9
186050,30,8
186055,20,8
186057,40,7
186059,50,9
186063,60,8
186067,30,8
186070,40,8
186076,60,9
186082,80,8
186094,40,8
186095,50,8
186098,40,9
186102,50,7
186112,40,7
186114,40,6
186128,30,10
186135,40,6
186138,40,7
186139,30,5
186147,10,5
186157,70,10
186163,40,7
186171,50,7
186172,40,10
186181,60,9
186189,30,10
186192,30,8
186198,30,10
186199,30,8
186201,20,10
186203,50,8
186206,30,9
186207,20,8
186213,60,8
186216,20,9
186222,30,10
186224,20,9
186226,40,9
186230,30,6
186231,50,10
186232,20,8
186233,20,10
186234,20,8
186235,10,8
186236,10,9
186237,20,8
186238,70,9
186239,50,10
186241,10,10
186254,10,9
186255,10,7
186256,40,9
186258,20,7
186266,30,5
186267,30,7
186269,30,10
186273,50,10
186275,30,9
186280,30,8
186291,30,10
186293,30,10
186298,20,8
186301,50,8
186307,30,9
186334,50,6
186337,20,5
186341,20,5
186342,20,10
186347,30,9
186348,10,5
186349,30,6
186350,30,9
186355,30,10
186356,50,9
186358,10,9
186360,10,5
186364,40,10
186367,20,8
186371,50,10
186385,10,10
186386,40,10
186389,10,7
186390,20,9
186393,20,9
186404,20,8
186414,30,7
186416,20,9
186422,20,7
186425,40,8
186427,20,8
186430,20,8
186437,10,9
186449,40,10
186471,50,7
186472,40,9
186473,40,9
186478,30,9
186483,20,7
186485,40,5
186486,20,7
186490,20,7
186492,50,8
186493,30,10
186502,30,8
186504,100,8
186505,20,10
186506,50,6
186507,40,10
186509,40,10
186510,40,10
186512,20,8
186513,60,5
186524,30,8
186534,40,8
186536,20,8
186537,20,8
186538,20,10
186541,20,7
186543,30,7
186544,20,7
186547,20,8
186548,20,8
186551,40,6
186555,30,7
186568,30,7
186576,30,8
186584,20,2
186586,40,10
186591,30,3
186592,50,8
186594,50,9
186598,20,7
186605,40,8
186610,30,7
186625,20,5
186626,30,8
186627,40,5
186628,40,10
186631,30,5
186633,30,7
186638,30,8
186642,50,10
186643,60,7
186645,30,9
186647,20,10
186648,30,10
186652,30,6
186655,30,6
186657,20,8
186658,30,5
186664,20,7
186674,40,6
186688,30,7
186693,20,7
186694,20,8
186698,30,9
186705,30,8
186706,30,10
186707,30,6
186711,20,7
186714,20,10
186716,30,9
186727,30,8
186732,40,7
186734,30,10
186744,30,5
186747,30,9
186748,30,8
186755,40,6
186758,30,10
186760,30,6
186762,50,8
186764,30,10
186767,30,3
186769,30,9
186772,40,7
186779,30,5
186780,30,10
186790,40,10
186793,50,10
186794,30,10
186799,20,10
186805,80,5
186809,30,9
186810,50,9
186819,30,9
186823,40,9
186824,50,7
186826,50,10
186830,30,6
186832,50,8
186834,20,8
186840,60,9
186848,30,8
186850,50,8
186852,30,9
186854,40,10
186855,30,10
186856,30,8
186864,60,6
186866,30,6
186867,30,8
186868,50,10
186869,20,8
186873,60,7
186875,40,6
186877,30,9
186879,40,8
186881,30,8
186882,30,10
186886,40,9
186891,30,5
186896,40,5
186898,30,10
186915,30,8
186925,10,8
186926,20,8
186928,10,1
186932,30,7
186935,40,10
186942,30,10
186950,50,7
186953,20,10
186956,30,5
186957,30,9
186958,50,8
186959,30,7
186961,30,8
186971,50,8
186972,40,6
186981,20,10
186982,20,9
186983,30,9
186989,30,8
186990,30,8
186997,30,8
187000,40,8
187003,40,8
187014,50,7
187017,70,5
187021,30,10
187026,20,8
187029,50,7
187035,30,10
187036,10,6
187039,30,9
187040,30,10
187046,30,10
187047,30,10
187052,60,6
187062,40,9
187063,20,7
187073,40,9
187076,40,6
187077,40,9
187078,30,9
187090,30,10
187093,20,7
187102,30,9
187110,20,6
187113,30,6
187118,30,9
187125,30,9
187127,20,10
187128,30,10
187129,40,6
187135,30,8
187143,30,10
187144,50,10
187148,40,8
187156,30,9
187160,50,10
187163,50,8
187166,50,10
187167,30,10
187168,30,10
187169,40,5
187170,30,9
187175,30,9
187176,30,10
187178,40,7
187181,40,8
187183,30,9
187189,30,8
187190,30,9
187197,40,8
187200,30,10
187203,50,9
187216,40,5
187218,50,7
187219,50,9
187220,10,8
187224,30,8
187226,60,8
187229,60,9
187232,30,10
187239,40,8
187251,30,10
187252,50,10
187255,40,10
187259,30,9
187260,40,9
187261,50,10
187273,40,6
187274,30,9
187279,30,9
187281,30,8
187283,20,5
187284,30,10
187295,40,10
187301,30,8
187302,30,8
187303,30,6
187308,20,8
187312,40,7
187316,20,6
187317,50,9
187318,40,8
187319,20,6
187331,50,8
187336,20,8
187338,30,8
187339,30,10
187345,10,6
187347,10,9
187348,30,10
187349,20,10
187352,30,8
187363,30,7
187369,20,9
187370,20,9
187371,30,10
187373,40,8
187375,20,10
187389,50,9
187392,30,8
187395,20,5
187396,50,7
187416,40,8
187419,30,8
187424,50,5
187426,70,8
187434,30,10
187436,20,10
187441,20,10
187443,30,8
187445,30,8
187452,40,9
187456,20,8
187460,20,6
187464,50,5
187467,30,8
187469,30,10
187478,30,9
187486,60,8
187491,40,10
187492,40,9
187494,50,8
187496,30,9
187504,30,5
187513,20,8
187529,20,5
187531,30,8
187533,30,7
187546,40,8
187548,20,9
187549,40,9
187550,50,7
187554,20,8
187556,20,5
187557,40,9
187560,40,8
187566,40,8
187571,40,9
187573,20,8
187577,40,10
187582,50,10
187583,50,9
187586,60,8
187595,60,8
187598,40,9
187604,0,9
187607,40,4
187609,50,10
187612,30,10
187614,50,8
187615,50,6
187619,50,10
187622,20,7
187626,40,9
187632,30,6
187636,40,6
187642,30,5
187653,30,9
187662,30,5
187667,50,8
187670,40,8
187671,20,9
187676,30,8
187685,30,4
187691,30,8
187695,10,4
187701,20,9
187703,50,6
187713,20,9
187719,20,8
187720,20,6
187721,50,8
187723,30,8
187728,40,2
187731,40,6
187733,20,8
187734,40,8
187741,30,5
187744,80,6
187756,20,3
187758,50,7
187760,50,7
187761,60,7
187770,30,4
187775,30,8
187777,40,5
187782,50,6
187788,20,8
187796,70,7
187804,30,8
187811,40,9
187813,50,9
187814,20,8
187816,40,9
187820,30,9
187827,30,10
187829,20,3
187830,50,8
187832,30,7
187835,20,7
187838,30,7
187845,70,8
187849,60,8
187862,20,10
187864,40,8
187871,60,9
187875,20,7
187878,60,7
187879,40,7
187885,30,8
187891,40,9
187892,40,5
187904,50,5
187908,60,6
187910,60,7
187918,10,5
187922,50,8
187928,40,5
187931,50,8
187941,50,7
187943,50,8
187954,40,6
187960,40,5
187962,20,8
187964,60,9
187980,40,5
187984,40,9
187986,30,4
187987,50,8
187990,30,7
187991,30,5
187996,60,9
188001,50,7
188005,20,9
188008,40,9
188010,30,10
188015,30,7
188016,40,9
188022,70,10
188025,20,10
188028,40,9
188030,30,8
188037,20,10
188039,30,8
188041,40,8
188042,20,3
188044,30,9
188052,30,6
188056,30,6
188059,40,7
188064,50,9
188065,10,2
188067,40,8
188070,50,1
188072,20,8
188078,40,9
188079,30,10
188080,40,8
188084,30,7
188088,40,10
188091,40,8
188092,30,8
188102,30,8
188104,60,9
188106,20,8
188107,30,7
188108,20,9
188109,10,7
188118,30,8
188120,30,9
188127,40,9
188136,20,5
188137,10,10
188139,10,6
188141,20,9
188143,30,10
188144,10,10
188147,30,5
188150,30,9
188156,20,8
188157,30,10
188159,20,9
188161,20,10
188162,20,10
188168,50,9
188170,50,10
188171,20,8
188173,30,10
188174,10,8
188180,30,10
188185,30,5
188187,40,7
188189,30,10
188194,20,10
188197,40,9
188200,20,10
188203,50,10
188204,20,5
188205,30,8
188206,30,8
188209,30,9
188213,10,5
188214,20,9
188215,30,10
188216,60,9
188219,40,9
188220,30,9
188223,20,9
188224,40,9
188227,20,5
188231,10,7
188232,10,7
188234,20,10
188236,30,8
188250,20,5
188264,20,8
188268,40,5
188270,10,8
188271,30,7
188277,30,7
188279,10,6
188283,10,6
188288,20,7
188290,40,9
188294,30,9
188295,40,7
188296,20,10
188303,20,10
188304,10,10
188307,30,7
188315,20,7
188319,40,8
188324,30,10
188327,40,5
188329,40,9
188332,30,9
188335,30,1
188336,40,4
188337,30,6
188340,20,7
188343,30,4
188344,20,8
188345,50,9
188351,10,7
188353,30,9
188355,20,9
188358,20,8
188359,20,7
188362,20,10
188364,30,9
188366,30,8
188368,30,9
188372,20,8
188373,40,7
188377,20,10
188382,40,6
188383,30,8
188385,30,8
188387,30,8
188390,60,8
188394,40,5
188404,20,9
188406,30,10
188408,30,8
188409,30,10
188410,20,7
188426,50,7
188427,30,5
188441,20,8
188444,50,8
188446,30,9
188453,50,8
188454,20,9
188463,20,10
188471,20,3
188473,30,10
188476,20,8
188480,20,8
188482,30,9
188484,20,7
188485,30,8
188486,20,8
188491,30,9
188495,20,5
188505,30,6
188507,40,10
188508,20,8
188514,20,7
188516,20,8
188521,30,9
188523,30,6
188524,40,9
188525,40,7
188529,30,10
188536,20,8
188541,50,10
188542,50,6
188548,60,6
188551,60,9
188569,50,7
188571,20,7
188573,30,5
188574,20,7
188575,30,7
188578,40,8
