,Book-Author,Count
44516,Nancy M. Malone,4
44514,Nancy M Armstrong,4
58056,T. C. Mcluhan,4
36184,Leon Bing,4
46278,Pamela Samuelson,4
25739,James E. Oberg,4
10258,Claire Sylvia,4
37309,Liz Tracey,4
24270,Ingri D'Aulaire,4
12737,David Joachim,4
12634,David Hajdu,4
59971,Tony Dunbar,4
8842,Charles Cross,4
32561,Junko Mizuno,4
56722,Steve Mccurry,4
12632,David Hackett Fischer,4
43960,Monica Quill,4
24255,Inge Auerbacher,4
56121,Stel Pavlou,4
62885,Wyatt Blassingame,4
12649,David Hays,4
12637,David Hamilton,4
47676,Penelope Russianoff,4
49664,Ray Stanford,4
6321,Boston Women'S Health Book Collective St,4
47215,Paul Kurtz,4
3357,Anthony Louis,4
40955,Mary C. Jane,4
17093,Elizabeth Hewitt,4
33760,Katy Lederer,4
47210,Paul Kozelka,4
24311,Ira Genberg,4
54236,Sandra Steingraber,4
8826,Charles Carney,4
56676,Steve Gerlach,4
7311,C.J. Tosh,4
4219,Baltasar Gracian Y Morales,4
61474,Walter Wager,4
48169,Peter Porter,4
24344,Irene Gut Opdyke,4
8824,Charles Capps,4
45969,Owen Chase,4
56697,Steve Jones,4
49731,Raymond Obstfeld,4
9453,Cheryl Sedeker,4
56152,Stephan Grundy,4
36230,Leonard F. Guttridge,4
43978,Monique Peterson,4
12731,David J. Wilmes,4
13747,Dee Gruenig,4
4205,Bairbre Toibin,4
6176,Bob Vila,4
17478,Elliot Joan Pickart,4
17479,Elliot Liebow,4
31581,Josephine Fairley,4
3380,Anthony Price,4
12689,David Huddle,4
868,Alan Zweibel,4
30689,John Ross,4
42314,Michael Allen,4
12697,David Hurst Thomas,4
607,Al Gore,4
61014,Virginia M. Axline,4
17482,Elliot Paul,4
37279,Liz Belile,4
40935,Mary Beth Norton,4
24323,Ira Sher,4
6313,Boris Vallejo,4
12704,David Icke,4
45726,Oakley M. Hall,4
49715,Raymond Giles,4
4233,Barbara A. Hanawalt,4
25808,James Garbarino,4
50515,Richard L. Hittleman,4
44546,Nancy O'Meara,4
24165,Ilie Nastase,4
54199,Sandra Lee,4
60947,Virgil Suarez,4
60949,Virginai Vail,4
30198,John J. Gunther,4
44588,Nancy Shavick,4
61513,Warner,4
25916,James K. Mcnair,4
12554,David Finn,4
59472,Timothy Hillmer,4
37355,Lloyd E. Hill,4
24167,Illiad,4
56096,Stedman Graham,4
49609,Ray Comfort,4
29775,John Conroy,4
44579,Nancy S. Levene,4
42323,Michael Arkush,4
56099,Stefan Bechtel,4
50562,Richard M. Levine,4
17545,Elsa Walsh,4
47222,Paul Laurence Dunbar,4
50576,Richard Marius,4
25936,James L.  Roberts,4
37399,Lois Gould,4
42331,Michael Avi-Yonah,4
25955,James Lasdun,4
32390,Julie Dolan,4
56088,Starkey,4
12528,David Evans,4
19248,"Frank D., Jr. Mcsherry",4
61520,Warren,4
54409,Sarah E. Heller,4
47223,Paul Lauter,4
43927,Mona Prevel,4
12536,David Faber,4
48200,Peter S Beagle,4
44592,Nancy Sinatra,4
13877,Denise Danks,4
10055,Christopher Sandford,4
31968,Judith Hill,4
49618,Ray Grigg,4
24194,Ina May Gaskin,4
60052,Toshio Maeda,4
56734,Steve Niles,4
32565,Jurek Becker,4
42084,Melissa Stone,4
13839,Denee Cody,4
42322,Michael Anthony Steele,4
47712,Penny Mickelbury,4
37334,Lizzie Simon,4
40530,Martha C. Nussbaum,4
56735,Steve Oliver,4
31659,Joy Adamson,4
32573,Justin Cronin,4
33061,Karma Wilson,4
59735,Tom Henderson,4
60973,Virginia Essene,4
17088,Elizabeth Hartley-Brewer,4
44559,Nancy Qualls-Corbett,4
37322,Liza Ketchum,4
4318,Barbara Coloroso,4
49656,Ray Russell,4
33172,Kate Kingsley,4
13840,Denene Millner,4
13843,Denice Jones,4
12593,David Gates,4
58698,Thad Ziolkowski,4
56103,Stefan Kanfer,4
46270,Pamela Pollack,4
12578,David G. Myers,4
17079,Elizabeth H. Boyer,4
13850,Denis Diderot,4
4348,Barbara Derubertis,4
60965,Virginia Cornell,4
25856,James Heneghan,4
880,Alasdair Gray,4
25853,James Haskins,4
40972,Mary Carroll Nelson,4
57961,Sylvia Andrew,4
4343,Barbara Degrote-Sorensen,4
3333,Anthony Godby Johnson,4
59965,Tony Crisp,4
45641,Norman Russell,4
3409,Anti-Defamation League,4
36968,Linda Shertzer,4
13703,Debra Hamilton,4
56640,Steve Brown,4
4122,B. G. Ford,4
36322,Les Carter,4
49766,Reagan O'Neal,4
25527,James A. Machener,4
37243,"Lisa, Peschel",4
36324,Les Fox,4
56604,Stephie Davis,4
36281,Leonard Zunin,4
3446,Antonia Cunningham,4
42110,Melville,4
9462,Cheryln Biggs,4
852,Alan Vanneman,4
56646,Steve Chandler,4
54245,"Sandra, Dr. Scantling",4
42310,Michael Alexander Eisner,4
47709,Penny Jordon,4
56664,Steve Estes,4
19389,Frank W. Abagnale,4
36280,Leonard Woolf,4
36279,Leonard Wolf,4
17442,Ellen Sue Stern,4
46282,Pamela Simpson,4
46747,Patricia Wells,4
56191,Stephanie Faul,4
56187,Stephanie Dowrick,4
61048,Vita Sackville-West,4
17429,Ellen Schecter,4
53025,Rosalind M. Greenberg,4
30942,John Williams,4
17131,Elizabeth Koda-Callan,4
32415,Julie K. Trevelyan,4
25593,James Beckett,4
30922,John Welwood,4
47068,Paul E. Billheimer,4
845,Alan Ternes,4
7431,Campbell Soup Company,4
8685,Ceres,4
25596,James Berry,4
54249,Sands Hall,4
24384,Iris Hiskey,4
36310,Leroy Eims,4
12840,David Lindsay,4
61449,Walter Pierpaoli,4
40555,Martha Kimmel,4
47195,Paul Joseph Lederer,4
29049,Joan R. Sherman,4
12837,David Lewis,4
36296,Leontyne Price,4
50416,Richard H. Gebhardt,4
42108,Melton A. Mclaurin,4
56634,Steve Berry,4
31951,Judith Greber,4
10242,Claire Lorrimer,4
24358,Irene N. Watts,4
6187,Bobb Biehl,4
4193,Babs Lakey,4
30707,John S. Layman,4
40580,Martha Schroeder,4
44434,Nancy Griffin,4
3415,Antoine Bello,4
6199,Bobbie Kalman,4
3410,Antioch,4
17441,Ellen Stoll Walsh,4
8680,Celine Dion,4
833,Alan Shepard,4
7425,Campbell,4
58037,T Wolfe,4
61066,Vivian Knight Jenkins,4
49755,Reader'S Digest Association,4
50456,Richard Hooker,4
29023,Joan Mellen,4
58496,Teresa Tsimmu Martino,4
30732,John Scott Shepherd,4
47204,Paul Kent,4
25630,James C. Collins,4
33060,Karma Lekshe Tsomo,4
33909,Keith Maillard,4
42101,Melody Ermachild Chavis,4
10239,Claire Llewellyn,4
42102,Melody Green,4
56157,Stephan Schiffman,4
8158,Caroline Sutton,4
12828,David Leitz,4
56614,Sterling Seagrave,4
9463,Cheryln Jac,4
33907,Keith Lye,4
44409,Nancy Etchemendy,4
17119,Elizabeth Karlsberg,4
50454,Richard Hofstadter,4
13667,Deborah Turrell Atkinson,4
33903,Keith Kay,4
49806,Rebecca Forster,4
17426,Ellen Rudin,4
39645,Marianne Moore,3
29785,John Craighead,3
18534,F. Candice Ransom,3
39745,Marika Cobbold,3
52972,Ronni  Eisenberg,3
40527,Martha Brooks,3
52938,Ronald W. Clark,3
20727,George Mckenna,3
20723,George Mateljan,3
20820,George Veltri,3
39637,Marianne Lipanovich,3
40346,Mark Svenvold,3
41621,Mattie J.T. Stepanek,3
52443,Rod Butterworth,3
53825,Saki Hiwatari,3
52490,Rodney Dangerfield,3
19865,Gabriel Knight,3
31792,Joyce Sweeney,3
41576,Matthew M. Vriends,3
41680,Maureen Waller,3
53824,Saki,3
20733,George Mettler,3
40477,Marshall Browne,3
42758,Michael Lark,3
33209,Kate Rothwell,3
41487,Mathew Tekulsky,3
40479,Marshall Cook,3
52394,Robin White,3
52974,Ronni Eisenberg,3
42743,Michael Krieger,3
46021,P. F. Kluge,3
33214,Kate Silver,3
42753,Michael Lafavore,3
39694,Marie Hall Ets,3
46679,Patricia Pingry,3
41478,Massimiliano Frezzato,3
40589,Martha Stearn,3
31439,Joseph Joffo,3
19799,G. M. Mullett,3
52903,Ronald M Fisher,3
33101,Kate Banks,3
42340,Michael Baisden,3
42375,Michael Bowen,3
53839,Saleem Ahmed,3
29800,John Cunliffe,3
32059,Judith Sherven,3
52995,Rosa Mashiter,3
41588,Matthew Reinhart,3
18416,Eve Curie,3
40579,Martha Saxton,3
18387,Evan Kingsbury,3
18410,Eve Arnold,3
42330,Michael Avallone,3
53764,S. Roy L. Hawkins,3
33342,Katherine Roberts,3
41721,Maury Terry,3
52993,Rosa Guy,3
53034,Rosalind Warren,3
19795,G. Lynne Snead,3
41471,Masha,3
41598,Matthew Spender,3
18260,Ethel Kessler,3
40440,Marly Youmans,3
45958,Overeaters Anonymous Incorporated Staff,3
47560,Pearce,3
31970,Judith Hipskind,3
39764,Marilyn Chase,3
41698,Maurice Medland,3
52980,Ronnie Sellers,3
41482,Masuji Ibuse,3
20797,George Smith,3
46669,Patricia Oliver,3
40485,Marshall Goldberg,3
20801,George St. John,3
18381,Evan Harris,3
41694,Maurice Horn,3
52444,Rod Campbell,3
40675,Martin Gilbert,3
41723,Mavis Cheek,3
19884,Gabrielle Kraft,3
18544,F. Gonzalez-Crussi,3
19777,G. Harry Stine,3
20907,Gerald Astor,3
33039,Karl Von Clausewitz,3
18271,Etienne Van Heerden,3
40350,Mark Taylor,3
19704,Fronaâ?Â?Â?Â? Lewis,3
42298,Michael A. Schmidt,3
31424,Joseph Heywood,3
39749,Marilou H. Flinkman,3
52494,Rodney Jones,3
39760,Marilyn Burns,3
52498,Rodney R. Jones,3
39636,Marianne Larned,3
41699,Maurice Pledger,3
47792,Pete Townshend,3
29788,John Cresswell,3
42420,Michael Cassutt,3
53691,S,3
19761,G. Edward Evans,3
39676,Marie Chapian,3
33104,Kate Bernheimer,3
33240,Katharina Buss,3
47716,Penny Royal,3
42265,Micah Ian Wright,3
29770,John Collier,3
41508,Matt Dickinson,3
41805,Maxine Mcarthur,3
41629,Maud Johnson,3
31941,Judith Fitzsimmons,3
42263,Mic Hunter,3
29781,John Coston,3
53722,S. E. Frost,3
41792,Maxim Gorky,3
18402,Evans,3
41545,Matthew Bunson,3
39730,Marie Vassiltchikov,3
40388,Market House Books Ltd,3
42309,Michael Alexander,3
20779,George S. Morrison,3
41546,Matthew Chapman,3
46572,Patricia Grace,3
31575,Josephine Carlton,3
52943,Ronald Weber,3
41500,Matt Birkbeck,3
39669,Marie Bartlett,3
41747,Max Davis,3
18498,Everett Franklin Bleiler,3
53796,Sabina Grant,3
31750,Joyce Jillson,3
41635,Maura Mcgiveny,3
40545,Martha Goldhirsh,3
47600,Peggy Daniels,3
40618,Marti Olsen Laney,3
39685,Marie Etienne,3
20770,George Ritzer,3
19744,G. C. Merriam,3
53783,S.K. Epperson,3
40625,Martin  Goldsmith,3
46673,Patricia Payne,3
31448,Joseph L. Heller,3
18452,Evelyn Fox Keller,3
32042,Judith Reichman,3
39681,Marie De Jourlet,3
19900,Gaetan Soucy,3
39721,Marie Rothenberg,3
41529,Matt Wagner,3
53728,S. F. Black,3
46834,Patrick M. Morley,3
19843,G.M.A. Grube,3
19745,G. C. Scott,3
53782,S.K. Bollin,3
31955,Judith H. Mcquown,3
41524,Matt Netter,3
29980,John Fischer,3
42757,Michael Lanning,3
20775,"George S, Jr. Patton",3
41752,Max E. Anders,3
39714,Marie Mosley,3
46012,P. D. Jephson,3
19746,G. Cabrera Infante,3
53797,Sabina Wurmbrand,3
18501,Evergreen Alliance,3
20739,George Ochoa,3
18326,Eugene Stein,3
41756,Max Evans,3
42356,Michael Benton,3
47592,Peggy Bechko,3
19861,Gabriel Garcã­A Mã¡Rquez,3
41572,Matthew L.  Helm,3
20892,Georgia Raye,3
53747,S. L. Cullars,3
53748,S. L. Farrell,3
19925,Gail Donohue Storey,3
20893,Georgia Savage,3
40656,Martin Delrio,3
20830,George W. Kosicki,3
19823,G. Wayne Miller,3
52437,Rock Scully,3
19648,Frederick W. Turner,3
53692,S Cameron,3
40454,Marsha Collier,3
53071,Rose Bayner,3
41493,Matilde Olivella De Castells,3
42318,Michael Alvear,3
41734,Max Apple,3
33103,Kate Benedict,3
19928,Gail Duff,3
41574,Matthew Lewis,3
53003,Rosalie Bonanno,3
20788,George Shannon,3
40352,Mark Thompson,3
41676,Maureen Sprankle,3
18526,F. A. Hayek,3
18431,Eve Titus,3
41743,Max Cannon,3
40473,Marshall  Goldsmith,3
42288,Michael A. Hawley,3
40604,Martha Whitmore Hickman,3
20863,Georges Bernanos,3
19765,G. Fujikawa,3
19768,G. Garfield Crimmins,3
52432,Rochelle Shapiro,3
53799,Sabine Kells,3
18362,Eva Marie Everson,3
31940,Judith Ferguson,3
19836,G.F. Thompson,3
53064,Rosanne Kohake,3
18505,Evonne Weinhaus,3
19769,G. Gaynor Mctigue,3
39661,Maribeth Riggs,3
31960,Judith Harlan,3
33084,Kasumi,3
33348,Katherine Sinclair,3
31784,Joyce Rupp,3
18311,Eugene Kamenka,3
31787,Joyce Slayton Mitchell,3
42317,Michael Allin,3
42359,Michael Berg,3
33085,Kat Attalla,3
33344,Katherine Russell Rich,3
29623,John Beevers,3
52434,Rock,3
41661,Maureen Mccoy,3
31454,Joseph Layden,3
40419,Marlene Rimler,3
41506,Matt Clark,3
53147,Rosemary Gladstar,3
41469,Masashi Kishimoto,3
40019,Mark  Bittman,3
19339,Frank P.  Manginello,3
19344,Frank Parkin,3
19345,Frank Parrish,3
31896,Judith Barnard,3
19060,Frances Williams,3
19059,Frances Wilbur,3
20341,Gene B.  Hardy,3
29885,John Drury,3
40200,Mark Jenkins,3
19360,Frank Rose,3
19361,Frank Ross,3
41123,"Mary J., Dr. Ruwart",3
29888,John Duckworth,3
40924,Mary Barnard,3
19051,Frances Starn,3
20348,Gene De Weese,3
31505,Joseph Quinlans,3
42103,Melody Henion Stevenson,3
42510,Michael Earley,3
29890,John Duncklee,3
19048,Frances Sakoian,3
46793,Patrick Foss,3
19045,Frances Roding,3
41127,Mary Jane Finsand,3
31853,Judd Cole,3
41997,Melanie Panagiotopoulos,3
42598,Michael H. Brown,3
52718,Romanones Aline,3
46545,Patricia Daniels,3
33300,Katherine Garbara,3
40936,Mary Beth Whitehead,3
47756,Perry,3
40171,Mark H. Osmun,3
19325,Frank Monaco,3
20125,Gary E. Mccuen,3
20124,Gary E. Kessler,3
40040,Mark Abley,3
45986,Oz Clarke,3
42022,Melinda Curtis,3
19332,Frank Norwood,3
19087,Francine Hornberger,3
19338,Frank Owen,3
33065,Karol L. Jensen,3
41110,Mary Hogan,3
20318,Gaylord Larsen,3
20118,Gary Demar,3
19081,Francess Lin Lantz,3
33066,Karol Wojtyla,3
20117,Gary David Bouton,3
42525,Michael F. Jacobson,3
41099,Mary Hayes-Grieco,3
52721,Romesh Gunesekera,3
40927,Mary Belenky,3
41109,Mary Hoffman,3
52825,Ron Zalme,3
42513,Michael Edwards,3
20102,Gary Brodsky,3
41150,Mary Joan Oexmann,3
46695,Patricia Roenbeck,3
33143,Kate Fillion,3
46700,Patricia S. Michalak,3
52685,Roland Smith,3
46620,Patricia Lanza,3
19397,"Frank, Jr Vertosick",3
41191,Mary Lambert,3
53429,Russ Busby,3
40236,Mark Link,3
31848,Juanita Havill,3
47573,Pedro Juan Gutierrez,3
41204,Mary Lide,3
31645,Josie Metcalfe,3
31498,Joseph Papp,3
52680,Roland Merullo,3
19009,Frances Henderson,3
20403,Genevieve Field,3
18984,Frances Burnett,3
29658,John Boslough,3
31693,Joy Sikorski,3
20410,Gennadii Spirin,3
42118,Melvin Harris,3
33034,Karl Schroeder,3
29842,John Davies,3
20411,Gennifer Choldenko,3
41222,Mary Lynch Kennedy,3
20082,Gary  Mccord,3
45996,P. B. Wilson,3
31500,Joseph Pearce,3
31684,Joy Nagy,3
42503,Michael E. Bemis,3
29897,John E. Bradshaw,3
33182,Kate Lyon,3
53231,Ross Leckie,3
52700,Rolling Stone,3
40214,Mark Kishlansky,3
33321,Katherine L. Hester,3
19376,Frank Smith,3
53225,Ross H. Spencer,3
40217,Mark Kriegel,3
33299,Katherine Frank,3
19384,Frank Thompson,3
41159,Mary Kawena Pukui,3
52829,Rona Randall,3
20373,Gene Roddenberry,3
52833,Ronald Anthony,3
20096,Gary B. Trudeau,3
40900,"Mary Ann, Ph.D. Dudko",3
19017,Frances Kazan,3
31501,Joseph Persico,3
19394,Frank X. Walker,3
40229,Mark Lareau,3
46595,Patricia Hersch,3
19395,Frank Yerby,3
31679,Joy Kuby,3
53219,Ross Campbell,3
39985,Marjorie Kellogg,3
46716,Patricia Stapley,3
20134,Gary Fenchuk,3
29855,John Del Cecchio,3
19324,Frank Minirth,3
19183,Francois Mauriac,3
52753,Ron Fry,3
42057,Melissa Getzoff,3
52786,Ron Mclarty,3
42075,Melissa Pierson,3
29695,John Byrne Cooke,3
42539,Michael Field,3
40150,Mark Fowler,3
29866,John Dillman,3
19278,Frank G. Slaughter,3
40094,Mark Caldwell,3
52787,Ron Mehl,3
19184,Francois Rabelais,3
29863,John Dewey,3
19274,Frank Frazetta,3
19176,Francois Crozat,3
19174,Francois Bizot,3
53345,Royster,3
42056,Melissa Gayle West,3
42078,Melissa Rossi,3
40093,Mark C. Young,3
52793,Ron Padgett,3
42053,Melissa Everett,3
20185,Gary M. Pomerantz,3
19159,Francis Wheen,3
20182,Gary Lutz,3
31520,Joseph S. Bonsall,3
29700,John C. Friel Ph.D.,3
52754,Ron Gilster,3
20313,Gayle Roper,3
42548,Michael Francis Gilbert,3
52777,"Ron L., Ph.D. Hubbard",3
42555,Michael Frith,3
52778,Ron Larson,3
53306,Roy J. Cook,3
40117,Mark D. Sutherland,3
40114,Mark Crispin Miller,3
19249,Frank Darabont,3
19237,Frank Chin,3
42067,Melissa Macneal,3
29867,John Dillmann,3
20216,Gary Regan,3
40111,Mark Cotta Vaz,3
40139,Mark Edward Edens,3
19269,Frank Edwards,3
19227,Frank C. Smith,3
53314,Roy Lewis,3
29704,John C. Hagee,3
20209,Gary Quinn,3
52756,Ron Goor,3
19219,Frank Browning,3
19209,Frank Bettger,3
20247,Gary Thorp,3
41008,Mary Deball Kwitz,3
53290,Roy E. Vartabedian,3
20248,Gary Tigerman,3
42074,Melissa Peterson,3
40083,Mark Bryant,3
41033,Mary Elizabeth Braddon,3
20271,Gavin Maxwell,3
31654,Josã© Marã­A Parramã³N,3
46603,Patricia J. Macdonald,3
20297,Gayle Delaney,3
53264,Roxann Delaney,3
42531,"Michael F., Ph.D. Jacobson",3
45933,Otfried Preussler,3
19106,Francis Bridger,3
31997,Judith Lynn Nichols,3
40946,Mary Bringle,3
33308,Katherine Howard,3
42528,Michael F. Roizen M.D.,3
52809,Ron Rozelle,3
53383,Rudolf Flesch,3
19314,Frank Mcadams,3
42570,Michael Gershon,3
42587,Michael Graubart Levin,3
40941,Mary Boykin Miller Chesnut,3
40939,Mary Bowen Hall,3
53254,Rowan Moore,3
20147,Gary Goldstein,3
20144,Gary Gibson,3
29873,John Donaldson,3
20142,Gary Gentile,3
42589,Michael Griffiths,3
52726,Ron Benrey,3
20140,Gary Gach,3
33064,Karol Jackowski,3
41051,Mary Ellisor Emmerling,3
20161,Gary J. Oliver,3
42579,Michael Goddart,3
41050,Mary Ellen Pinkham,3
19284,Frank Greenaway,3
20273,Gavin Scott,3
41035,Mary Elizabeth Johnson,3
40074,Mark Bittner,3
52740,Ron Cutler,3
40155,Mark G. Sobell,3
40158,Mark Garland,3
53359,Rozanne Lanczak Williams,3
29860,John Derbyshire,3
19148,Francis Murphy,3
19292,Frank Huyler,3
19144,Francis Macnutt,3
40964,"Mary Canaga, Md Rowland",3
19300,Frank Kermode,3
47674,Penelope Ody,3
41038,Mary Elizabeth Schlayer,3
31510,Joseph R. Mancuso,3
20285,Gay Salisbury,3
42577,Michael Glouberman,3
20289,Gaye Hicyilmaz,3
40162,Mark Girouard,3
46541,Patricia Curtis,3
29857,John Demos,3
41047,Mary Ellen Haight,3
47745,Percy W. Blandford,3
40883,Mary Ann Fraser,3
31696,Joy Tucker,3
20694,George Laycock,3
32033,Judith Pinsker,3
31922,Judith Cutler,3
39881,Mario Salvadori,3
41881,Medical Economics Co.,3
40758,Martin Schenk,3
46641,Patricia Marx,3
20587,George Downing,3
39875,Mario F. Triola,3
42205,Mermer Blakeslee,3
46646,Patricia Mcallister,3
19526,Fred Schaaf,3
40304,Mark Robert Rank,3
19528,Fred Smith,3
41878,Medard Laz,3
52578,Roger Jewett,3
32035,Judith Plaskow,3
40745,Martin Page,3
53603,Ruth Owen,3
39859,Marina T. Stern,3
41371,Mary Theola,3
18666,Faye Adams,3
29749,John Cho,3
40309,Mark Rotella,3
53130,Rosemary Bailey,3
18660,Fay Nedra Zachary,3
40728,Martin Lunn,3
52553,Roger Generazzo,3
18690,Fc&A Publishing,3
52869,Ronald Holden,3
39847,Marilynn Carlson Webber,3
53573,Ruth J. Morehead,3
53559,Ruth Hallman,3
53561,Ruth Harms Calkin,3
41902,Meg Lacey,3
52592,Roger L. Simon,3
53160,Rosemary Kingsland,3
29743,John Chaffee,3
46528,Patricia Clapp,3
19500,Fred L. Worth,3
18742,Fergus Kelly,3
19501,Fred Lager,3
18732,Ferdinand F. Fournies,3
20560,George C. Wilson,3
53156,Rosemary I. Patterson,3
42191,Meriwether Lewis,3
53574,Ruth J. Silverstein,3
40294,Mark R. Littleton,3
18725,Felix Von Moschzisker,3
29824,John D. Nesbitt,3
52864,Ronald Gross,3
31712,Joyce Block,3
42459,Michael D. Kelleher,3
20011,Galway Kinnell,3
20010,Gallimard Jeunesse,3
46585,Patricia Hampl,3
53149,Rosemary Grace,3
18706,Felice Holman,3
18656,Fawn M. Brodie,3
20621,George Fox,3
31532,Joseph Smith,3
52514,Roger B. Goodman,3
18602,Faith Bailey,3
19596,Frederick Drimmer,3
19597,Frederick E. Hoxie,3
40328,Mark Simpson,3
39796,Marilyn Jaye Lewis,3
19604,Frederick Fyvie Bruce,3
33258,Katharine M. Rogers,3
31799,Joyce Wadler,3
20670,George Holmes,3
20671,George Howe Colt,3
41436,Maryann Minatra,3
20682,George Jonas,3
41439,Maryanne Raphael,3
42226,Merry Bloch Jones,3
29802,John Curtis Perry,3
20686,George Kennedy,3
19613,Frederick K. Graham,3
39790,Marilyn J. Abraham,3
31601,Josh Lanyon,3
18578,F. Wilbur Helmbold,3
40689,Martin Gruber,3
52894,Ronald L. Krannich,3
20692,George Lakoff,3
41464,Masako Togawa,3
29949,John F. Avedon,3
53666,Rutledge Etheridge,3
20655,George H. Scithers,3
18612,Faith Stewart-Gordon,3
19972,Gail Sher,3
20631,George Galdorisi Captain,3
31611,Joshua Armstrong,3
47626,Peggy Payne,3
31805,Joyce Wilson,3
31605,Josh Russell,3
40720,Martin L. Sternberg,3
18636,Farley Mowatt,3
19569,Frederic Prokosch,3
20628,George G. Gilman,3
19968,Gail Sattler,3
18624,Fanny Burney,3
47567,Pearl Rock Kane,3
41408,Mary Wright,3
20633,George Gamow,3
41846,Mayo Lucas,3
53107,Rose Wyler,3
42701,Michael John Sullivan,3
18618,Family Circle Editors,3
40715,Martin Kratt,3
39820,Marilyn Reynolds,3
40712,Martin Kelly,3
31933,Judith E. Hughes,3
18615,Falcon Travis,3
20643,George Gissing,3
20644,George Gordon Byron,3
42708,Michael K. Frith,3
46649,Patricia Mckillip,3
53162,Rosemary Laurey,3
46024,P. G. Nagle,3
39898,Marion Davies,3
42147,Memory Makers Books,3
42130,Melvin Small,3
18881,Florence Shinn,3
40855,Marvin Terban,3
18879,Florence Scovel Shinn,3
33052,Karla Kuskin,3
20443,Geoffrey Caine,3
42143,Melynda Beth Skinner,3
40848,Marvin Minsky,3
19443,Fred  Schaaf,3
42650,Michael Ignatieff,3
46778,Patrick Carnes,3
19447,Fred Albert,3
20061,Garry Kilworth,3
40254,Mark Miano,3
40843,Marvin L. Kalb,3
53188,Rosetta  James,3
40834,Marvin Grossworth,3
53186,Rosenbaum Ron,3
19457,Fred Bowen,3
20458,Geoffrey Huntington,3
19458,Fred Bratman,3
42655,Michael J Crosbie,3
29917,John E. Sarno,3
41271,Mary Nash,3
20465,Geoffrey Moorhouse,3
18848,Flora Rheta Schrieber,3
53487,Russell Rhodes,3
18904,Fodor,3
47637,Peggy Stoks,3
31837,Juan Luis Cebrian,3
20074,Garth Stein,3
20419,Geoff Crowther,3
47648,Peggy Wratten,3
39962,Marjorie Burrows,3
52667,Roland Cutler,3
46797,Patrick Galvin,3
31990,Judith Lansdowne,3
18943,Fox Butterfield,3
18942,Foundation Of Inner Peace,3
46718,Patricia Storace,3
39947,Maritha Pottenger,3
41942,Megan Sybil Baker,3
19423,Frans De Waal,3
31638,Josiah Bunting,3
41240,Mary Manz Simon,3
42483,Michael Dirda,3
18930,Forrest Evers,3
19425,Frantz Fanon,3
53470,Russell H. Greenan,3
53472,Russell Hill,3
46779,Patrick Chamoiseau,3
19426,Franz Brandenberg,3
41248,Mary Mayer Holmes,3
31834,Juan Diaz Canales,3
52661,Roland A. Lange,3
41255,Mary Mcvey Gill,3
52846,Ronald C. Finucane,3
42154,Mende Nazer,3
40826,Marvin Albert,3
41302,Mary R.  Shefferman,3
18808,First Little Golden Staff,3
41292,Mary Pierce,3
20027,Garden Way,3
20026,Garda Parker,3
20025,Garcia Marquez,3
29827,John D. Seymour,3
53537,Ruth Dale,3
41296,Mary Pradt,3
19487,Fred Haefele,3
20517,George Anderson,3
47781,Pete Goodman,3
40801,Marty Becker,3
52602,Roger M. Knutson,3
46803,Patrick Hamilton,3
42463,Michael D. Powers,3
41908,Meg Pei,3
42664,Michael J. Corey,3
33000,Karine Eliason,3
41306,Mary Randolph Carter,3
18773,Fine Woodworking,3
31986,Judith Kolberg,3
31817,Jr. Harry H. Harrison,3
31705,Joyce Allan,3
40798,Martine Murray,3
40786,"Martin, Ph.D. Katahn",3
41311,Mary Reid,3
52617,Roger Phillips,3
42660,Michael J. Behe,3
52619,Roger Pilon,3
42164,Merebeth Switzer,3
39921,Marion Thurm,3
40824,"Marvin & Koppel, Ted Kalb",3
18846,Flora R Schreiber,3
40267,Mark Murphy,3
20474,Geoffrey Parker,3
42159,Mercedes Bailey,3
52848,Ronald Curran,3
40268,Mark Nepo,3
40820,Marv Wolfman,3
33069,Karri Ann Allrich,3
40275,Mark O. Martin,3
40815,Martyn Bedford,3
39918,Marion Schultz,3
20039,Gareth Williams,3
18833,Fleischer,3
33194,Kate Moses,3
20484,Geoffrey Wansell,3
18824,Flannery Oconnor,3
46533,Patricia Coombs,3
31821,Jr. Walter M. Miller,3
33276,Katherine Ann Samon,3
18821,Flanders Rebecca,3
41917,Megan Barnes,3
52622,Roger Priddy,3
53527,Ruth Benedict,3
28376,Jessica Douglass,3
51014,Rita Gallagher,3
20914,Gerald Crowley,3
28760,Jim Svejda,3
48219,Peter Seymour,3
44627,Nancy White Carleson,3
26058,James N. Davidson,3
26056,James Muirden,3
28750,Jim Smoke,3
35978,Lee Lozowick,3
26050,James Montgomery Boice,3
28756,Jim Stovall,3
28757,Jim Strickler,3
26037,James Mcnair,3
35987,Lee Miller,3
48216,Peter Sears,3
33969,Kelly Fero,3
26033,James Mccourt,3
44635,Nancy Woodruff,3
35995,Lee Raintree,3
49549,Randy Singer,3
33968,Kelly Easton,3
30654,John Reader,3
45626,Norman Lewis,3
46266,Pamela Norris,3
26003,James M. Robinson,3
26000,James M. Kouzes,3
36016,Lee Tannen,3
33959,Kelli Chipponeri,3
33958,Kelli C. Foster,3
36021,Lee Wallingford,3
49570,Raphael Kadushin,3
35958,Lee Gutkind,3
49517,Random House Value Publishing,3
25977,James Lovegrove,3
26149,James Rachels,3
35901,Learning Express,3
