,Book-Author,Count,Average
11033,Criswell Freeman,15,2.933333333333333
51964,Robert Reed,15,2.2666666666666666
3258,Annie Solomon,15,2.066666666666667
18787,Fiona Giles,15,1.6666666666666667
25270,Jacki Lyden,15,1.2
21517,Gooseberry Patch Staff,15,3.0
52144,Robert W. Bly,15,1.7333333333333334
23654,Holly Payne,15,2.6
43866,Mollie Katzen,15,4.8
54312,Sara Davidson,15,0.7333333333333333
15919,Earl Mindell,15,2.2666666666666666
55930,St. Augustine,15,2.066666666666667
10038,Christopher Phillips,15,4.333333333333333
36216,Leonard B. Scott,15,0.7333333333333333
3099,Anne Michaels,15,3.2666666666666666
37548,Lori Gottlieb,15,3.8
17876,Eric Idle,15,2.6666666666666665
58915,Thom Hartmann,15,2.066666666666667
43811,Miyamoto Musashi,15,3.466666666666667
52052,Robert Siegel,15,3.4
48037,Peter J. D'Adamo,15,2.8666666666666667
56957,Steven Spruill,15,1.9333333333333333
32925,Karen Scalf Linamen,15,2.6
34925,Kyoko Mori,15,1.7333333333333334
46599,Patricia Houck Sprinkle,15,0.2
30390,John Maddox Roberts,15,2.466666666666667
11696,Dana James,15,0.0
27203,Jay Leibold,15,2.8666666666666667
11547,Dan Dye,15,3.466666666666667
10104,Chuck Barris,15,1.8
27919,Jennifer Armstrong,15,3.8
49763,Readers Digest Editors,15,3.1333333333333333
23468,Heron Carvic,15,0.8
39058,Marcia Jones,15,2.4
25779,"James F., Md. Balch",15,5.266666666666667
47552,Payne Harrison,15,2.1333333333333333
59261,Thomas William Simpson,15,1.6
21797,Greg Laurie,15,2.8666666666666667
41849,Mccaffrey,15,5.0
48088,Peter Lefcourt,15,2.1333333333333333
1976,Amye Rosenberg,15,1.8666666666666667
10777,Constance M. Burge,15,3.6666666666666665
37445,Lois-Ann Yamanaka,15,2.1333333333333333
39076,Marcia Rose,15,0.8666666666666667
49411,Ralph Nader,15,4.066666666666666
19946,Gail Harvey,14,3.7142857142857144
17696,Emily Rodda,14,2.857142857142857
63163,Zoey Dean,14,1.7142857142857142
31754,Joyce L. Vedral,14,2.7857142857142856
8421,Catherine Blair,14,1.8571428571428572
7673,Carlos Castillo,14,4.071428571428571
41441,Maryanne Vollers,14,3.857142857142857
17251,Elizabeth Scarborough,14,2.142857142857143
40578,Martha Sacks,14,3.7142857142857144
1007,Alessandro Baricco,14,2.0714285714285716
57391,Susan Griffin,14,2.4285714285714284
20033,Gardner Mckay,14,3.2142857142857144
42443,Michael Craft,14,4.285714285714286
11299,D. J. Conway,14,3.857142857142857
41067,Mary Francis Shura,14,0.8571428571428571
27407,Jean R. Ewing,14,1.1428571428571428
19,A. A. Attanasio,14,0.7142857142857143
17126,Elizabeth Keys,14,0.9285714285714286
5344,Beth Wilson,14,0.0
19080,Francess Lantz,14,0.5714285714285714
31217,Jonathan Winters,14,3.357142857142857
53849,Sallie Bissell,14,2.7142857142857144
40303,Mark Richard Zubro,14,2.357142857142857
44950,Neil T. Anderson,14,2.0
17653,Emily Dalton,14,0.7142857142857143
8271,Carolyn Wheat,14,0.7857142857142857
59149,Thomas Malory,14,5.142857142857143
41458,Maryse Conde,14,3.0714285714285716
62649,William T. Close,14,1.0714285714285714
40439,Marly Swick,14,0.42857142857142855
59305,Tibor Fischer,14,2.0714285714285716
35403,Laura Joffe Numeroff,14,5.642857142857143
53682,Ryne Douglas Pearson,14,1.5714285714285714
18909,Foester. E.M.,14,1.7142857142857142
31154,Jonathan Kirsch,14,3.7142857142857144
11564,Dan Gordon,14,1.9285714285714286
5329,Beth Moore,14,3.5
40909,Mary Anne Wilson,14,2.7142857142857144
35220,Larry Gonick,14,4.5
41554,Matthew Fox,14,1.7857142857142858
332,Ada Steward,14,0.7142857142857143
27304,Jean De Brunhoff,14,6.357142857142857
8468,Catherine Gildiner,14,3.142857142857143
46707,Patricia Schultz,14,1.8571428571428572
18060,Erika Lopez,14,4.428571428571429
59344,Tim Gautreaux,14,2.142857142857143
11682,Dana Corbit,14,0.0
46496,Patricia Anthony,14,2.0
8402,Cate Tiernan,14,3.7857142857142856
46875,Patrick Sanchez,14,1.1428571428571428
53528,Ruth Birmingham,14,0.42857142857142855
40807,Marty M. Engle,14,3.0
63101,Zane,14,4.285714285714286
40436,Marlo Thomas,14,2.2857142857142856
41936,Megan Mcdonald,14,4.857142857142857
35313,Latifa,14,3.857142857142857
53281,Roy Blount,14,2.5
26842,Janet Gleeson,14,1.7142857142857142
46648,Patricia Mccormick,14,4.142857142857143
282,Abigail Thomas,14,1.2142857142857142
4940,Ben Cohen,14,2.142857142857143
18024,Erich Von Daniken,14,1.4285714285714286
18712,Felicia Mason,14,2.7857142857142856
993,Aleister Crowley,14,3.4285714285714284
59051,Thomas Godfrey,14,1.0
16944,Elizabeth Benedict,14,1.7142857142857142
63149,Zlata Filipovic,14,1.2857142857142858
11189,Cynthia Peale,14,3.0
57364,Susan Fletcher,14,1.5
57497,Susan Macias,14,2.642857142857143
5203,Bernice Chardiet,14,1.4285714285714286
41620,Mattie J. T. Stepanek,14,4.428571428571429
40953,Mary Burton,14,3.0
8558,Cathryn Alpert,14,2.142857142857143
11759,Daniel Butler,14,2.2857142857142856
31180,Jonathan Rabb,14,3.2142857142857144
53262,Roxana Robinson,14,1.1428571428571428
54301,Sara Bennett,14,4.571428571428571
40522,Martha Beck,14,3.857142857142857
45116,Nicholas Negroponte,14,4.428571428571429
44357,Nancy Bell,14,2.5714285714285716
51517,Robert Graysmith,14,3.357142857142857
12846,David Locke,14,1.7857142857142858
15150,Doreen Virtue,14,3.857142857142857
45981,Owl Goingback,14,2.5714285714285716
2351,Andy  Rathbone,14,2.2857142857142856
38607,Macinnes,14,0.0
12401,David Cassady,14,5.071428571428571
38588,Mable Hoffman,14,1.0714285714285714
49810,Rebecca Godfrey,14,1.5
55443,Shirley Hailstock,14,1.5714285714285714
51549,Robert H. Schuller,14,0.9285714285714286
12422,David Colbert,14,3.5714285714285716
38554,M.J. Rose,14,3.0
22458,Harold Bloomfield,14,1.2142857142857142
6771,Brooke Hastings,14,0.0
12431,David Cook,14,0.7857142857142857
40264,Mark Morris,14,2.2857142857142856
56228,Stephanie Mittman,14,1.0714285714285714
9522,Chloe Hooper,14,2.357142857142857
2458,Angela Shelf Medearis,14,1.8571428571428572
47723,Penny Warner,14,2.357142857142857
28817,Jincy Willett,14,3.9285714285714284
33266,Katharine Weber,14,1.5714285714285714
22735,Harvard Lampoon Staff,14,4.071428571428571
38376,M. A. Harper,14,4.428571428571429
51348,Robert D. San Souci,14,2.642857142857143
14855,Donald Hamilton,14,0.42857142857142855
55597,Sigrid Nunez,14,2.0714285714285716
25942,James L. Halperin,14,2.642857142857143
12860,David Lubar,14,1.7857142857142858
33179,Kate Little,14,1.0714285714285714
15163,Dorie Graham,14,1.6428571428571428
47622,Peggy Noonan,14,1.5
43154,Michele Albert,14,5.071428571428571
59678,Tom Corcoran,14,0.0
2128,Andreas,14,0.42857142857142855
34650,Kit Craig,14,0.0
4564,Barbara Rogan,14,3.142857142857143
58423,Teddy Slater Margulies,14,1.5714285714285714
50604,Richard Morris,14,1.1428571428571428
2142,Andrew A Rooney,14,1.8571428571428572
59693,Tom Deitz,14,2.2857142857142856
22033,Gwen Cleary,14,1.2857142857142858
55296,Sheree Bykofsky,14,3.357142857142857
13510,Debby Slier,14,1.4285714285714286
33120,Kate Christensen,14,4.5
57652,Susan Trott,14,4.714285714285714
29933,John Ehle,14,1.9285714285714286
38785,Maisie Mosco,14,0.42857142857142855
22148,H. Leighton Steward,14,2.2857142857142856
13536,Deborah Camp,14,2.7142857142857144
33131,Kate Denton,14,2.2857142857142856
15312,Dorothy Morrison,14,6.142857142857143
33145,Kate Forsyth,14,2.7142857142857144
50316,Richard Dooling,14,2.857142857142857
58386,Ted Menten,14,4.0
37103,Lisa Birnbach,14,2.5714285714285716
51590,Robert Holdstock,14,2.7857142857142856
12347,David Bowman,14,3.2857142857142856
51309,Robert Coles,14,2.7857142857142856
2605,Ann Cleeves,14,2.4285714285714284
62109,William D. Pease,14,1.7142857142857142
3481,Antwone Q. Fisher,14,5.142857142857143
12639,David Handler,14,3.357142857142857
61467,Walter Tevis,14,1.6428571428571428
28931,Joan Collins,14,1.1428571428571428
55864,Sophie Weston,14,0.0
9905,Christopher Bram,14,3.5
56708,Steve Lawhead,14,2.5714285714285716
33592,Kathryn Lynn Davis,14,1.7857142857142858
3398,Anthony Swofford,14,2.5714285714285716
29191,Joanne Mattern,14,0.9285714285714286
14187,Diana Dempsey,14,1.1428571428571428
50799,Richard Webster,14,2.0
56131,Stella Gibbons,14,3.142857142857143
50518,Richard L. Miller,14,3.5
3133,Anne Roiphe,14,1.5714285714285714
50748,Richard Stark,14,3.2142857142857144
61584,Wayland Drew (Adapter),14,2.7142857142857144
45381,Nina Killham,14,2.2142857142857144
33728,Katie Roiphe,14,2.357142857142857
13880,Denise Domning,14,1.5
13891,Denise Hampton,14,3.857142857142857
50665,Richard Pini,14,3.0
56044,Stanley Karnow,14,3.5714285714285716
58061,T. D. Jakes,14,3.5
24023,Iain M. Banks,14,2.0714285714285716
43898,Molly Mia Stewart,14,1.2142857142857142
13944,Dennis Danvers,14,3.2857142857142856
24108,Ian Stewart,14,2.357142857142857
34470,Kieran Crowley,14,2.857142857142857
23356,Herbert Crowder,14,0.42857142857142855
23351,Herbert Asbury,14,1.7857142857142858
14678,Don Fearheiley,14,3.142857142857143
14780,Donald A. Davis,14,1.6428571428571428
38247,Lynn Mason,14,2.7857142857142856
55642,Simon Doonan,14,3.4285714285714284
33356,Katherine V. Forrest,14,1.7142857142857142
2652,Ann Hodgman,14,0.5714285714285714
38207,Lynn Emery,14,5.071428571428571
38198,Lynn Collum,14,1.4285714285714286
36060,Leigh Nichols,14,0.7857142857142857
55662,Simon Mawer,14,3.2142857142857144
2697,Ann Marston,14,3.857142857142857
2702,Ann Maxwell,14,0.7142857142857143
9711,Christiane Northrup,14,3.7857142857142856
38095,Lydia Millet,14,3.2857142857142856
44433,Nancy Gray,14,0.6428571428571429
44426,Nancy Garden,14,3.9285714285714284
47850,Peter Bowen,14,4.357142857142857
25835,James H. Cobb,14,3.357142857142857
38056,Luke David,14,2.0
33442,Kathleen Gilles Seidel,14,1.1428571428571428
23155,Henri De La Barbe,14,5.714285714285714
24395,Iris R. Dart,14,1.5714285714285714
45341,Nikolai Vasilevich Gogol,14,1.8571428571428572
36091,Leland Gregory,14,2.0
10799,Consumer Guide,14,1.1428571428571428
24363,Irene Pence,14,4.5
47890,Peter Collier,14,1.5
50269,Richard Chizmar,14,2.0714285714285716
48243,Peter T. Deutermann,14,1.9285714285714286
4583,Barbara Shook Hazen,14,1.6428571428571428
35571,Lauren Haney,14,1.6428571428571428
26653,Jane Leslie Conly,14,3.0
11988,Danny Sugarman,14,3.0714285714285716
11130,Cynthia Blair,14,2.142857142857143
48338,Phil Donahue,14,0.8571428571428571
44809,National Geographic Society,14,1.9285714285714286
49254,Rachel Ingalls,14,2.7142857142857144
13140,David Searcy,14,2.5
57535,Susan Neunzig Cahill,14,1.7142857142857142
57846,Suzanne Robinson,14,1.6428571428571428
61217,W. Richard West,14,1.7857142857142858
34144,Kenneth Abel,14,3.0
52468,Roderick Anscombe,14,1.1428571428571428
13169,David Smith,14,2.642857142857143
42754,Michael Laimo,14,0.9285714285714286
20776,George S. Clason,14,6.214285714285714
30631,John R. Miller,14,0.21428571428571427
35656,Laurie Breton,14,1.9285714285714286
16281,Edward Bellamy,14,2.7142857142857144
60761,Victor O'Reilly,14,0.0
49261,Rachel Lindsay,14,0.0
12980,David Norwood,14,0.5
45263,Nicole Hollander,14,4.571428571428571
45457,Noel Streatfeild,14,4.0
30577,John Philpin,14,3.0
16231,Edna Ferber,14,3.142857142857143
12975,David Niven,14,2.7857142857142856
1538,Allan Bloom,14,2.0714285714285716
45522,Noreen Wald,14,1.6428571428571428
1284,Alice Alfonsi,14,1.0714285714285714
30527,John Ortberg,14,4.5
1280,Ali Smith,14,1.6428571428571428
32347,Juliana Garnett,14,2.9285714285714284
25265,Jack Zipes,14,3.7857142857142856
16842,Elisabeth Fairchild,14,2.2142857142857144
36553,Lewis Orde,14,0.0
54517,Sarah Willis,14,3.5714285714285716
31008,Jojo Moyes,14,1.6428571428571428
20172,Gary Krist,14,1.3571428571428572
44294,Nadia Nichols,14,1.6428571428571428
47047,Paul D. Meier,14,0.2857142857142857
30985,Johnny Cash,14,4.714285714285714
1160,Alexandra Day,14,7.142857142857143
20240,Gary Soto,14,2.0714285714285716
47053,Paul Davids,14,0.6428571428571429
40079,Mark Bricklin,14,3.5
26739,Jane Sullivan,14,1.7857142857142858
4862,Beatrice Small,14,1.9285714285714286
20315,Gayle Sand,14,1.4285714285714286
25180,Jack M. Bickham,14,0.5714285714285714
42595,Michael Gurian,14,2.142857142857143
20329,Gelsey Kirkland,14,2.7142857142857144
48710,Phyllis Rose,14,1.1428571428571428
47083,Paul Eddy,14,3.0
10597,Colin Fletcher,14,2.5714285714285716
4846,Beardstown Ladies Investment Club,14,0.8571428571428571
58793,Theo. Lesieg,14,4.428571428571429
30886,John W. Dean,14,4.142857142857143
34826,Kristin Mccloy,14,2.4285714285714284
36730,Linda Barlow,14,2.857142857142857
25106,Jack Du Brul,14,2.5714285714285716
60103,Tracy Fobes,14,2.9285714285714284
4062,Autumn Stephens,14,1.7857142857142858
36879,Linda L. Miller,14,0.42857142857142855
30314,John Lee,14,1.6428571428571428
21366,Glenda Sanders,14,1.2857142857142858
30311,John Le Carrã©,14,0.0
32819,Karen Haber,14,3.0714285714285716
25425,Jacques Barzun,14,3.7857142857142856
21427,Gloria Bevan,14,0.0
27863,Jemiah Jefferson,14,3.2142857142857144
58548,Terri Lynn Wilhelm,14,2.642857142857143
34312,Kenzaburo Oe,14,4.5
36980,Linda Style,14,2.142857142857143
21633,Grace Llewellyn,14,5.5
42939,Michael Reaves,14,3.142857142857143
60194,Trish Jensen,14,1.7857142857142858
21639,Grace Paley,14,1.0714285714285714
32923,Karen Sandler,14,2.142857142857143
6105,Bob Larson,14,3.642857142857143
56922,Steven P. Shelov,14,4.214285714285714
47528,Pauline Gedge,14,7.571428571428571
58469,Teresa Edgerton,14,1.6428571428571428
12889,David M. Mcphail,14,2.2142857142857144
49407,Ralph Mcinerny,14,5.285714285714286
46066,P. Yogananda,14,4.071428571428571
5601,Beverly Swerling,14,1.7857142857142858
39339,Margaret Rome,14,0.42857142857142855
50600,Richard Montanari,14,0.6428571428571429
39374,Margaret Watson,14,0.5714285714285714
60790,Victoria Chancellor,14,3.0714285714285716
61247,W.A. Harbinson,14,0.9285714285714286
16170,Editors Of Phaidon Press,14,5.0
30496,John Neufeld,14,2.9285714285714284
54883,Seymour Simon,14,4.428571428571429
61139,W. Awdry,14,1.4285714285714286
25385,Jacqueline Girdner,14,0.7142857142857143
42857,Michael Norman,14,5.071428571428571
4018,Audrey Wood,14,5.285714285714286
13272,David Wild,14,2.357142857142857
1666,Allison Pollack Alexander,14,1.1428571428571428
4710,Barry Glassner,14,3.0
21175,Giles Milton,14,1.6428571428571428
21198,Gillian Bradshaw,14,2.7857142857142856
21171,Giles Blunt,14,2.0
42892,Michael Patrick Macdonald,14,1.9285714285714286
49311,Rae Lawrence,14,1.2857142857142858
36853,Linda Jaivin,14,1.3571428571428572
28534,Jill Smolinski,13,1.3076923076923077
5971,Blanche Knott,13,1.6923076923076923
31869,Judi Lind,13,2.6153846153846154
10117,Chuck Hogan,13,0.7692307692307693
31658,Jovial Bob Stine,13,2.1538461538461537
6171,Bob Thomas,13,1.2307692307692308
28796,Jimmy Breslin,13,0.6923076923076923
28330,Jess Stearn,13,1.9230769230769231
48345,Phil Gulley,13,3.923076923076923
57881,Suzette Tyler,13,3.0
10652,Colleen L. Reece,13,0.23076923076923078
28275,Jerry Pallotta,13,4.3076923076923075
28896,Joan A. Medlicott,13,1.5384615384615385
31690,Joy Reed,13,2.230769230769231
33804,Kay Redfield Jamison,13,6.538461538461538
10281,Clara Wimberly,13,1.0769230769230769
28381,Jessica Hall,13,5.3076923076923075
5977,Blank Journal,13,2.769230769230769
48113,Peter Mark Roget,13,3.4615384615384617
28738,Jim Razzi,13,1.6153846153846154
28830,Jo Ann Beard,13,1.4615384615384615
8122,Caroline Harvey,13,2.0
46655,Patricia Monaghan,13,4.230769230769231
10159,Ciji Ware,13,0.9230769230769231
45595,Norman F. Cantor,13,2.3846153846153846
10675,Colm Toibin,13,3.6153846153846154
28389,Jessica March,13,0.38461538461538464
5892,Billie Green,13,0.6153846153846154
27450,Jean Van Leeuwen,13,0.5384615384615384
45066,Nicholas Blake,13,1.0
31863,Judi Barrett,13,4.153846153846154
58840,Theodore Roszak,13,4.538461538461538
28272,Jerry Oppenheimer,13,2.6923076923076925
7909,Carol Mcd. Wallace,13,4.846153846153846
30547,John Passarella,13,2.076923076923077
32679,K.W. Jeter,13,2.1538461538461537
32704,Kalle Lasn,13,3.4615384615384617
31203,Jonathan Stroud,13,3.5384615384615383
58616,Terry Lawrence,13,0.46153846153846156
46197,Pamela Broughton,13,0.5384615384615384
46196,Pamela Britton,13,1.0
9030,Charles M. Sheldon,13,3.3846153846153846
32749,Karen A. Bale,13,2.3846153846153846
7150,C. C. Benison,13,1.7692307692307692
32154,Judy Jones,13,4.461538461538462
46911,Patt Bucheister,13,0.6153846153846154
7100,Buzz Aldrin,13,0.5384615384615384
9137,Charles Schulz,13,3.3846153846153846
5564,Beverly Connor,13,4.846153846153846
32866,Karen Leabo,13,0.0
30240,John Keats,13,2.076923076923077
9207,Charles Willeford,13,1.5384615384615385
59619,Todd Wilbur,13,4.153846153846154
27787,Jeffrey Deaver,13,2.230769230769231
11212,Cynthia Thomason,13,1.6923076923076923
32636,K. K. Beck,13,1.8461538461538463
47100,Paul Feig,13,5.538461538461538
11159,Cynthia Harrod-Eagles,13,1.8461538461538463
32351,Julianna Morris,13,0.0
27684,Jeff Grubb,13,3.8461538461538463
59391,Tim Myers,13,5.923076923076923
58845,Theodore Sturgeon,13,2.923076923076923
30932,John Whitman,13,2.3076923076923075
47084,Paul Edwards,13,3.8461538461538463
30921,John Welter,13,1.8461538461538463
59420,Tim Underwood,13,2.6923076923076925
32617,K. C. Constantine,13,2.8461538461538463
7349,Caitlin Matthews,13,2.6153846153846154
30752,John Shirley,13,2.5384615384615383
58716,The American Poetry & Literacy Project,13,2.6153846153846154
8837,Charles Colson,13,2.076923076923077
30665,John Reynolds Gardiner,13,0.7692307692307693
11107,Cybill Shepherd,13,1.3076923076923077
46976,Paul Aurandt,13,2.6923076923076925
7281,C. Wayne Owens,13,2.8461538461538463
7023,Bstan-Dzin-Rgya-Mtsho,13,2.5384615384615383
59626,Tohru Fujisawa,13,5.230769230769231
5367,Betsy Burke,13,2.0
47969,Peter Gadol,13,1.2307692307692308
33443,Kathleen Givens,13,3.3846153846153846
46561,Patricia Foster,13,3.8461538461538463
58198,Takashi Matsuoka,13,3.5384615384615383
5741,Bill Gutman,13,1.6153846153846154
9817,Christine Holden,13,1.6153846153846154
29353,Joe Mcginnis,13,1.0
29314,Joe Gores,13,2.1538461538461537
29293,Joe Connelly,13,2.0
29205,Joanne Ryder,13,3.0
47784,Pete Hautman,13,4.230769230769231
33672,Kathy Lynn Emerson,13,1.3846153846153846
34429,Kevin Phillips,13,1.9230769230769231
48024,Peter Hillsman Taylor,13,1.5384615384615385
46740,Patricia Volk,13,1.5384615384615385
5794,Bill Mccay,13,3.769230769230769
11334,D. Preston,13,2.8461538461538463
28251,Jerry Kennealy,13,2.076923076923077
29101,Joann A. Grote,13,1.0
46749,Patricia Werner,13,1.3846153846153846
8251,Carolyn Reeder,13,1.3076923076923077
30022,John Galsworthy,13,1.8461538461538463
31399,Joseph Flynn,13,2.3846153846153846
34654,Kit Gardner,13,1.0
46505,Patricia Beatty,13,2.3076923076923075
46007,P. Craig Russell,13,3.6923076923076925
5623,Bharti Kirchner,13,3.6153846153846154
29937,John Eldredge,13,5.846153846153846
46508,Patricia Bourgeau,13,1.2307692307692308
33148,Kate Gallison,13,1.4615384615384615
33161,Kate Horsley,13,4.615384615384615
46848,Patrick Morley,13,1.8461538461538463
34980,L. M. Boston,13,3.076923076923077
8320,Carsten Stroud,13,2.3846153846153846
33187,Kate Mccafferty,13,1.6923076923076923
8304,Carrie Weaver,13,3.8461538461538463
58369,Ted Hughes,13,1.1538461538461537
10861,Cornelia Meigs,13,1.3846153846153846
33263,Katharine Ross,13,1.4615384615384615
29723,John Callahan,13,1.3076923076923077
59209,Thomas Robbins,13,0.46153846153846156
28401,Jessica Shaver,13,5.461538461538462
58538,Terri Brisbin,13,2.0
37253,Lise Mcclendon,13,0.6153846153846154
19790,G. K. Chesterton,13,4.538461538461538
36552,Lewis Nordan,13,1.2307692307692308
13063,David Rakoff,13,3.923076923076923
55472,Shirley Rogers,13,1.0769230769230769
62694,William Wharton,13,3.230769230769231
49959,Reinaldo Arenas,13,2.6923076923076925
57023,Storm Constantine,13,5.3076923076923075
2422,Angela C. Santomero,13,0.7692307692307693
3932,Ashland Price,13,0.0
22106,H. C. Andersen,13,2.5384615384615383
22533,Harold Pinter,13,2.076923076923077
43339,Miguel De Cervantes,13,5.076923076923077
35676,Laurie Graff,13,2.6153846153846154
61898,Will Ferguson,13,3.8461538461538463
53024,Rosalind Laker,13,1.9230769230769231
35674,Laurie Garrett,13,4.846153846153846
40565,Martha Moody,13,4.076923076923077
16997,Elizabeth Crane,13,1.3076923076923077
38583,Mabel Maney,13,3.0
26508,Jane Aiken Hodge,13,1.7692307692307692
43299,Mickee Madden,13,1.9230769230769231
16816,Elinore Pruitt Stewart,13,0.5384615384615384
22160,"H. Norman, General Schwarzkopf",13,0.38461538461538464
36440,Leslie Lafoy,13,2.076923076923077
15281,Dorothy Haas,13,0.0
20022,Gar Wilson,13,0.0
19988,Galadriel Waters,13,3.8461538461538463
38703,Magdalen Nabb,13,3.6153846153846154
4025,August Wilson,13,4.538461538461538
25399,Jacqueline Park,13,2.6153846153846154
38664,Madeline Harper,13,0.0
49900,Reed Arvin,13,2.6153846153846154
3995,Audre Lorde,13,4.6923076923076925
42422,Michael Cecilione,13,0.46153846153846156
56974,Steven Womack,13,2.8461538461538463
969,Alcoholics Anonymous,13,4.0
56463,Stephen Leigh,13,0.6153846153846154
36629,Lilian Darcy,13,0.0
22791,Hayden Herrera,13,3.769230769230769
19493,Fred Hunter,13,3.1538461538461537
13257,David Wallechinsky,13,3.5384615384615383
11880,Daniel Partner,13,2.1538461538461537
35494,Laura Taylor,13,1.6923076923076923
60687,Vicki Hinze,13,2.1538461538461537
19422,Franny Billingsley,13,1.1538461538461537
38121,Lyn Ellis,13,1.3076923076923077
53272,Roxanne St. Claire,13,1.3076923076923077
40966,Mary Cantwell,13,0.7692307692307693
55700,Sinclair Smith,13,3.1538461538461537
13273,David Wilkerson,13,1.3846153846153846
35462,Laura Peyton Roberts,13,1.3076923076923077
38084,Lyda Morehouse,13,5.615384615384615
57148,Sue Hubbell,13,1.6153846153846154
19255,Frank Deford,13,2.5384615384615383
60665,Vic Crume,13,0.5384615384615384
11916,Daniel Stashower,13,4.076923076923077
55641,Simon Cowell,13,3.1538461538461537
14874,Donald J. Trump,13,2.1538461538461537
17347,Ellen Currie,13,0.46153846153846156
19699,Fritz Ridenour,13,1.2307692307692308
40597,Martha Tolles,13,1.9230769230769231
4779,Bart Farkas,13,3.076923076923077
17170,Elizabeth M. Cosin,13,1.0769230769230769
56763,Steve Sohmer,13,1.2307692307692308
40616,Marti Leimbach,13,1.6153846153846154
35595,Lauren Wilde,13,0.9230769230769231
53084,Rose G. Mandelsberg,13,3.076923076923077
22906,Heidi Julavits,13,1.6923076923076923
38271,Lynn S. Hightower,13,2.230769230769231
19586,Frederick Buechner,13,7.153846153846154
62797,Winnie Griggs,13,2.4615384615384617
61809,Wess Roberts,13,4.923076923076923
17332,Ellen Bass,13,3.3076923076923075
17339,Ellen Byerrum,13,4.846153846153846
20100,Gary Brandner,13,2.5384615384615383
4632,Barbara Woodhouse,13,2.3076923076923075
23114,Helene Stapinski,13,3.230769230769231
20751,George Pelecanos,13,2.923076923076923
39653,Marianne Wesson,13,1.3846153846153846
39654,Marianne Wiggins,13,2.6153846153846154
39656,Marianne Willman,13,1.2307692307692308
44543,Nancy Newman,13,1.9230769230769231
54991,Sharon Dennis Wyeth,13,1.6923076923076923
36144,Lensey Namioka,13,2.3076923076923075
21360,Glen Rounds,13,1.8461538461538463
55027,Sharon M. Draper,13,2.1538461538461537
20132,Gary Ezzo,13,2.230769230769231
20718,George Mair,13,3.4615384615384617
20712,George Macdonald Fraser,13,1.3846153846153846
52067,Robert Specht,13,0.0
49479,Randall Garrett,13,2.1538461538461537
52540,Roger Ebert,13,5.076923076923077
36210,Leona Blair,13,0.5384615384615384
25689,James D. Houston,13,3.4615384615384617
56819,Steven Callahan,13,3.8461538461538463
52395,Robin Williams,13,3.3846153846153846
62291,William Hjortsberg,13,2.1538461538461537
39411,Margery Sharp,13,0.0
25906,James Jones,13,1.0
25920,James Kavanaugh,13,0.6923076923076923
60946,Virgil,13,2.5384615384615383
52299,Robin Gideon,13,0.6923076923076923
60958,Virginia Brown,13,1.0769230769230769
39519,Maria Greene,13,2.076923076923077
12521,David Elkind,13,0.6153846153846154
4334,Barbara Daly,13,1.9230769230769231
1625,Allen Mandelbaum,13,4.0
20980,Gerald Seymour,13,1.6923076923076923
16190,Editors Prevention Health Books,13,3.769230769230769
39601,Marian Thurm,13,0.7692307692307693
25829,James Gurney,13,5.0
12490,David Dun,13,2.4615384615384617
39602,Marian Wells,13,2.230769230769231
16423,Edward O. Wilson,13,4.538461538461538
62469,William Maxwell,13,1.6923076923076923
52036,Robert Scott,13,3.4615384615384617
25576,James B. South,13,2.3846153846153846
35861,Le Ly Hayslip,13,3.1538461538461537
26269,James W. Huston,13,5.615384615384615
61072,Vivian Sathre,13,1.3076923076923077
12827,David Lehman,13,2.1538461538461537
54630,Scott Bradfield,13,2.8461538461538463
44428,Nancy Geary,13,2.8461538461538463
15554,Dow Mossman,13,1.0769230769230769
21871,Gregory Godek,13,2.769230769230769
20286,Gay Talese,13,2.1538461538461537
55270,Shelley Winters,13,2.6153846153846154
56925,Steven Pinker,13,2.0
25496,Jalal Al-Din Rumi,13,4.6923076923076925
4082,Axel Madsen,13,0.7692307692307693
51753,Robert Lanham,13,4.615384615384615
42550,Michael Fredrickson,13,1.2307692307692308
39968,Marjorie Dorner,13,1.5384615384615385
12298,David Bach,13,4.076923076923077
52027,Robert Sabuda,13,2.3076923076923075
21799,Greg Louganis,13,2.8461538461538463
12722,David J. Lieberman,13,1.2307692307692308
1903,Amy Frazier,13,2.076923076923077
21608,Grace Catalano,13,0.38461538461538464
54690,Scott Nicholson,13,3.5384615384615383
51976,Robert Rodi,13,3.0
39144,Marg Stark,13,2.3076923076923075
21675,Graham Hancock,13,3.769230769230769
36259,Leonard Nimoy,13,5.153846153846154
39088,Marcia Willett,13,3.4615384615384617
21723,Grant R. Jeffrey,13,2.0
12775,David Korr,13,0.6153846153846154
16535,Effie Leland Wilder,13,2.6923076923076925
51900,Robert Olmstead,13,2.923076923076923
56633,Steve Bennett,13,2.6923076923076925
20427,Geoff Nicholson,13,0.9230769230769231
19231,Frank Caplan,13,3.5384615384615383
12557,David Flanagan,13,4.0
554,Aileen Schumacher,13,2.3846153846153846
24774,J. Knight,13,1.7692307692307692
48998,R. A. Macavoy,13,1.6923076923076923
57280,Susan Burmeister-Brown,13,0.6923076923076923
17978,Eric Weiner,13,1.1538461538461537
27121,Jason Moss,13,3.0
3569,Arianna Huffington,13,1.4615384615384615
11635,Dan Reed,13,1.9230769230769231
53639,Ruth Stiles Gannett,13,2.6923076923076925
